,X,Y,H
488,683882.856815263,5092464.613279586,-16.7449771417677
489,683882.8797708193,5092464.541112918,-16.583254919721632
490,683882.9408374865,5092464.43733514,-16.3100215866602
491,683882.8648597089,5092464.332390696,-16.276343808614122
492,683882.8578708201,5092464.423112918,-16.346610475568035
493,683882.8986041533,5092464.440335139,-16.702899364521947
494,683882.8538930425,5092464.462168472,-16.581699364460487
495,683883.3824041538,5092464.503890693,-16.494032697414383
496,683883.4238152651,5092464.63466847,-16.70102158636828
497,683883.6011819324,5092464.946001803,-16.840832697306798
498,683883.5282374886,5092465.05366847,-16.97782158626068
499,683883.5380485998,5092465.22539069,-17.07321047521456
500,683883.4591152661,5092465.258779579,-17.264454919168433
501,683883.5680152664,5092465.421835135,-17.43276603010692
502,683883.5424263787,5092465.406724023,-17.14736603006078
503,683883.4604708229,5092465.368779578,-17.20171047501464
504,683883.2261486012,5092465.311057355,-16.946077140968484
505,683883.5511819343,5092465.152946243,-16.977543807906947
506,683883.3770819347,5092464.9377795765,-16.95665491886079
507,683883.474459713,5092465.012446242,-16.99201047481462
508,683883.5569597132,5092465.247279575,-17.317621585768446
509,683883.4226374915,5092465.38333513,-17.383410474706878
510,683883.3961374917,5092465.435501797,-17.422121585660697
511,683883.360659714,5092465.5550573515,-17.271421585614508
512,683883.5593374922,5092465.432112906,-16.857588252568316
513,683883.9680708254,5092465.660668462,-16.58726602952212
514,683884.4210374927,5092465.92455735,-16.854277140460514
515,683884.949570826,5092466.160001794,-16.7613104744143
516,683885.6852374932,5092466.870557348,-16.949021585368087
517,683885.6135819375,5092467.4755017925,-16.97438825232187
