Time,DKF,GNSS,F180
2355,-16.09683239,-16.7685,-20.916
2356,-16.76729906,-17.4373,-20.912
2357,-17.37973239,-18.0539,-20.886
2358,-17.32199906,-17.9845,-20.889
2359,-12.5575212,-13.2328,-20.875
2360,-13.69404342,-14.3646,-20.877
2361,-13.13451009,-13.8034,-20.868
2362,-13.31675453,-13.9887,-20.862
2363,-17.06353239,-17.7377,-20.862
2364,-15.73017675,-16.3924,-20.85
2365,-16.29683231,-16.971,-20.842
2366,-17.43773239,-18.1219,-20.844
2367,-16.8202212,-17.5055,-20.834
2368,-16.82754342,-17.5106,-20.826
2369,-16.36631009,-17.0377,-20.816
2370,-16.00539898,-16.6704,-20.822
2371,-16.8452212,-17.5205,-20.814
2372,-17.43609898,-18.1136,-20.814
2373,-17.22459898,-17.9096,-20.815
2374,-17.03035453,-17.7023,-20.814
2375,-17.06351009,-17.7374,-20.822
2376,-17.11475453,-17.7842,-20.823
2377,-17.33873231,-17.9954,-20.831
2378,-17.3671212,-18.0249,-20.829
2379,-17.57686564,-18.2502,-20.829
2380,-17.52584342,-18.2064,-20.828
2381,-17.55899898,-18.219,-20.832
2382,-17.75179898,-18.4193,-20.841
2383,-17.68856564,-18.3644,-20.844
2384,-18.01191009,-18.6708,-20.844
2385,-18.48851009,-19.1524,-20.843
2386,-18.12484342,-18.8004,-20.848
2387,-17.61838787,-18.282,-20.85
2388,-17.6536212,-18.3264,-20.845
2389,-17.81526564,-18.4861,-20.85
2390,-17.71665453,-18.3886,-20.845
2391,-17.53283231,-18.197,-20.854
2392,-17.57555453,-18.24,-20.865
2393,-17.82651009,-18.5029,-20.869
2394,-17.78264342,-18.4507,-20.88
2395,-17.92527675,-18.6025,-20.902
2396,-17.78528787,-18.4514,-20.927
2397,-17.72247675,-18.3772,-20.946
2398,-17.82528787,-18.4939,-20.96
2399,-18.2822212,-18.9425,-20.98
2400,-18.31483231,-18.989,-21.008
2401,-18.13173231,-18.7784,-21.026
2402,-18.12047675,-18.7852,-21.045
2403,-18.25603231,-18.9302,-21.042
2404,-18.17811009,-18.8445,-21.046
2405,-18.09166564,-18.77,-21.071
2406,-18.37154342,-19.0321,-21.087
2407,-18.33864342,-18.9842,-21.083
2408,-18.37944342,-19.0725,-21.099
2409,-18.24849898,-18.9185,-21.111
2410,-18.22433231,-18.896,-21.126
2411,-18.00916564,-18.68,-21.135
2412,-17.86829898,-18.5383,-21.132
2413,-17.85337675,-18.5306,-21.142
2414,-17.85111009,-18.52,-21.158
2415,-18.0440212,-18.7193,-21.164
2416,-18.20697675,-18.8892,-21.179
2417,-18.25139898,-18.9364,-21.193
2418,-18.38261009,-19.0465,-21.207
2419,-18.26571017,-18.9296,-21.212
2420,-18.33904342,-19.0071,-21.223
2421,-18.4408212,-19.1261,-21.225
2422,-18.07093231,-18.7376,-21.249
2423,-18.14985453,-18.8093,-21.27
2424,-17.8245212,-18.4973,-21.279
2425,-17.57166564,-18.24,-21.295
2426,-17.31584342,-17.9939,-21.308
2427,-17.71236564,-18.3957,-21.322
2428,-17.52555453,-18.2,-21.339
2429,-17.50155453,-18.171,-21.37
2430,-17.47711009,-18.1535,-21.408
2431,-17.24025453,-17.9197,-21.438
2432,-17.40724342,-18.0828,-21.476
2433,-17.46366564,-18.1345,-21.513
2434,-17.76908786,-18.4502,-21.545
2435,-18.0614212,-18.7467,-21.575
2436,-18.36123231,-19.0704,-21.598
2437,-18.42436564,-19.0927,-21.625
2438,-18.11177675,-18.794,-21.652
2439,-18.20603231,-18.9027,-21.666
2440,-17.78111009,-18.44,-21.682
2441,-17.77271009,-18.4366,-21.695
2442,-17.65007675,-18.3248,-21.702
2443,-17.58278786,-18.2589,-21.718
2444,-17.60444342,-18.29,-21.722
2445,-17.83896564,-18.5223,-21.733
2446,-17.8150212,-18.4903,-21.738
2447,-17.65551009,-18.3369,-21.734
2448,-17.67515453,-18.3346,-21.729
2449,-17.61521009,-18.2941,-21.727
2450,-17.39168786,-18.0703,-21.728
2451,-17.38349898,-18.0685,-21.731
2452,-17.24355453,-17.9355,-21.729
2453,-17.29906564,-17.9599,-21.723
2454,-17.52749898,-18.2125,-21.724
2455,-17.62435453,-18.3113,-21.721
2456,-17.77978786,-18.4509,-21.726
2457,-17.5515212,-18.2443,-21.731
2458,-18.03121009,-18.6901,-21.724
2459,-18.14065453,-18.8226,-21.719
2460,-18.07555453,-18.7525,-21.718
2461,-18.0235212,-18.6938,-21.723
2462,-18.06897675,-18.7487,-21.727
2463,-18.14743231,-18.8291,-21.728
2464,-18.30548786,-18.9766,-21.729
2465,-18.04335453,-18.7053,-21.732
2466,-17.90377675,-18.5885,-21.737
2467,-17.92139897,-18.5939,-21.745
2468,-17.58281009,-18.2642,-21.746
2469,-17.63495453,-18.3044,-21.749
2470,-17.30774342,-17.9733,-21.744
2471,-17.46636564,-18.1397,-21.744
2472,-17.47953231,-18.1612,-21.742
2473,-17.56599897,-18.2485,-21.737
2474,-18.00519897,-18.6727,-21.728
2475,-18.24576564,-18.9216,-21.733
2476,-18.05391009,-18.7253,-21.731
2477,-18.15156564,-18.8249,-21.728
2478,-17.98946564,-18.6503,-21.728
2479,-17.79066564,-18.4665,-21.735
2480,-17.70549897,-18.373,-21.733
2481,-17.33031009,-18.0067,-21.739
2482,-17.01446564,-17.6803,-21.748
2483,-17.25005453,-17.927,-21.753
2484,-17.43531009,-18.0992,-21.755
2485,-17.83355453,-18.498,-21.746
2486,-18.02974342,-18.6953,-21.744
2487,-18.20207675,-18.8743,-21.745
2488,-18.03469897,-18.7072,-21.744
2489,-18.04333231,-18.7025,-21.751
2490,-17.83721008,-18.5061,-21.756
2491,-17.9263212,-18.5941,-21.736
2492,-17.87529897,-18.5403,-21.744
2493,-17.8483212,-18.5086,-21.747
2494,-18.0113212,-18.6766,-21.759
2495,-17.85867675,-18.5359,-21.747
2496,-18.0132212,-18.6885,-21.612
2497,-18.13536564,-18.8137,-21.673
2498,-18.05889897,-18.7314,-21.8
2499,-18.32016564,-18.9885,-21.86
2500,-17.84366564,-18.512,-21.865
2501,-18.00801008,-18.6469,-21.861
2502,-17.81094342,-18.4815,-21.978
2503,-17.77783231,-18.4445,-21.972
2504,-17.71354342,-18.3741,-21.946
2505,-17.65426564,-18.3251,-21.901
2506,-17.39493231,-18.0591,-21.876
2507,-17.57979897,-18.2548,-21.849
2508,-17.70434342,-18.3824,-21.813
2509,-18.03216564,-18.693,-21.787
2510,-18.05483231,-18.7315,-21.796
2511,-17.93881008,-18.6077,-21.794
2512,-17.77586564,-18.4492,-21.797
2513,-17.72911008,-18.4055,-21.815
2514,-17.69416564,-18.355,-21.805
2515,-17.63518786,-18.3088,-21.811
2516,-17.44399897,-18.1065,-21.803
2517,-17.62826564,-18.2966,-21.833
2518,-17.5449212,-18.2177,-21.84
2519,-17.6081212,-18.2784,-21.814
2520,-17.91265453,-18.5871,-21.805
2521,-17.65877675,-18.3235,-21.833
2522,-17.92569897,-18.5982,-21.835
2523,-17.99811008,-18.6645,-21.851
2524,-17.64644342,-18.297,-21.856
2525,-17.22501008,-17.8989,-21.858
2526,-16.93096564,-17.6018,-21.874
2527,-17.17433231,-17.841,-21.879
2528,-17.54133231,-18.198,-21.877
2529,-17.46293231,-18.1271,-21.885
2530,-17.73397675,-18.4087,-21.889
2531,-17.87584342,-18.5489,-21.898
2532,-17.53166564,-18.205,-21.903
2533,-17.56037675,-18.2251,-21.899
2534,-17.71545453,-18.3824,-21.909
2535,-17.43666564,-18.105,-21.909
2536,-17.33968786,-18.0058,-21.908
2537,-17.40229897,-18.0773,-21.906
2538,-17.12431008,-17.7907,-21.909
2539,-17.08322119,-17.7435,-21.908
2540,-17.12411008,-17.7955,-21.899
2541,-17.33542119,-17.9957,-21.895
2542,-17.44085453,-18.1253,-21.896
2543,-17.74691008,-18.4083,-21.894
2544,-17.74397675,-18.4212,-21.891
2545,-17.77519897,-18.4352,-21.886
2546,-17.81928786,-18.4954,-21.883
2547,-17.58356564,-18.2519,-21.884
2548,-17.50665453,-18.1811,-21.884
2549,-17.53055453,-18.205,-21.885
2550,-17.51881008,-18.1802,-21.888
2551,-17.73178786,-18.3929,-21.902
2552,-17.81618786,-18.4873,-21.904
2553,-17.96756564,-18.6434,-21.907
2554,-18.36472119,-19.0425,-21.906
2555,-18.58994342,-19.2555,-21.913
2556,-18.40724342,-19.0853,-21.907
2557,-18.30294342,-18.9885,-21.909
2558,-18.27717675,-18.9519,-21.91
2559,-17.97294342,-18.646,-21.915
2560,-17.95109897,-18.6286,-21.915
2561,-18.13594342,-18.8065,-21.912
2562,-18.07857675,-18.7408,-21.911
2563,-17.89656564,-18.5549,-21.909
2564,-18.02494342,-18.693,-21.913
2565,-18.02799897,-18.693,-21.924
2566,-17.89716564,-18.5655,-21.93
2567,-18.16551008,-18.8444,-21.93
2568,-18.13691008,-18.7958,-21.929
2569,-18.05286564,-18.7337,-21.926
2570,-17.99135453,-18.6633,-21.926
2571,-17.85916564,-18.54,-21.919
2572,-18.08877675,-18.7635,-21.909
2573,-18.24369897,-18.9037,-21.898
2574,-17.62361008,-18.295,-21.896
2575,-17.55827675,-18.2155,-21.889
2576,-17.7098323,-18.359,-21.881
2577,-18.03624342,-18.6993,-21.871
2578,-17.93201008,-18.6034,-21.863
2579,-17.9058323,-18.575,-21.867
2580,-17.59722119,-18.26,-21.859
2581,-17.73274341,-18.4033,-21.86
2582,-17.99724341,-18.6603,-21.859
2583,-18.04192119,-18.7147,-21.848
2584,-18.21222119,-18.8825,-21.84
2585,-17.9652323,-18.6369,-21.833
2586,-18.19372119,-18.849,-21.823
2587,-18.15232119,-18.8226,-21.818
2588,-18.27451008,-18.9384,-21.81
2589,-18.1804323,-18.8496,-21.798
2590,-18.17688786,-18.848,-21.785
2591,-18.44772119,-19.1055,-21.781
2592,-18.23654341,-18.9021,-21.769
2593,-17.85726564,-18.5306,-21.755
2594,-17.53021008,-18.2016,-21.741
2595,-17.49012119,-18.1604,-21.728
2596,-17.4120323,-18.0837,-21.707
2597,-17.64141008,-18.3053,-21.689
2598,-17.65891008,-18.3228,-21.679
2599,-17.67971008,-18.3461,-21.663
2600,-17.56359897,-18.2236,-21.646
2601,-17.48436564,-18.1502,-21.634
2602,-17.48509897,-18.1551,-21.625
2603,-17.79812119,-18.4659,-21.617
2604,-17.70637675,-18.3886,-21.607
2605,-17.66116564,-18.332,-21.597
2606,-17.80882119,-18.4741,-21.585
2607,-17.78332119,-18.4511,-21.574
2608,-17.86904341,-18.5371,-21.566
2609,-17.88732119,-18.5576,-21.552
2610,-18.07366564,-18.7395,-21.542
2611,-18.10945452,-18.7689,-21.522
2612,-18.04492119,-18.7202,-21.509
2613,-18.22629897,-18.8988,-21.498
2614,-18.09076564,-18.7666,-21.484
2615,-17.83447675,-18.5017,-21.471
2616,-17.69095452,-18.3529,-21.457
2617,-18.06499897,-18.7175,-21.446
2618,-18.10842119,-18.7812,-21.432
2619,-18.2522323,-18.9214,-21.419
2620,-18.15355452,-18.8205,-21.409
2621,-18.31746564,-18.9808,-21.387
2622,-18.3685323,-19.0402,-21.372
2623,-18.11692119,-18.7822,-21.358
2624,-18.07461008,-18.731,-21.34
2625,-17.82506564,-18.4909,-21.328
2626,-18.22667675,-18.9014,-21.308
2627,-18.10018786,-18.7638,-21.294
2628,-17.97599897,-18.6435,-21.281
2629,-18.01371008,-18.6801,-21.261
2630,-17.88749897,-18.55,-21.242
2631,-18.07161008,-18.7505,-21.231
2632,-17.92118786,-18.5848,-21.217
2633,-17.75921008,-18.4256,-21.21
2634,-17.5751323,-18.2393,-21.202
2635,-17.43739897,-18.1099,-21.191
2636,-17.45707675,-18.1293,-21.188
2637,-17.42628786,-18.0849,-21.191
2638,-17.29265452,-17.9621,-21.185
2639,-17.57546563,-18.2488,-21.187
2640,-17.59002119,-18.2628,-21.182
2641,-17.56884341,-18.2394,-21.179
2642,-17.6891323,-18.3633,-21.178
2643,-17.77666563,-18.4425,-21.177
2644,-18.11866563,-18.7945,-21.178
2645,-18.18484341,-18.8504,-21.174
2646,-18.1598323,-18.829,-21.174
2647,-18.37778786,-19.0414,-21.178
2648,-18.41489897,-19.0849,-21.182
2649,-18.41661008,-19.0805,-21.182
2650,-18.12814341,-18.7987,-21.187
2651,-17.80616563,-18.477,-21.192
2652,-17.69861008,-18.3725,-21.215
2653,-17.65676563,-18.3276,-21.228
2654,-17.58681008,-18.2557,-21.236
2655,-17.7154323,-18.3921,-21.24
2656,-17.92715452,-18.5991,-21.244
2657,-18.0736323,-18.7428,-21.235
2658,-17.61495452,-18.2819,-21.234
2659,-17.59161008,-18.268,-21.244
2660,-17.7384323,-18.4151,-21.249
2661,-18.13428786,-18.8004,-21.268
2662,-18.4388323,-19.1055,-21.264
2663,-18.31552119,-18.9833,-21.257
2664,-18.49485452,-19.1693,-21.262
2665,-18.6290323,-19.2957,-21.29
2666,-18.46877674,-19.136,-21.24
2667,-18.4158323,-19.09,-21.24
2668,-18.31765452,-18.9821,-21.264
2669,-18.40161008,-19.0655,-21.27
2670,-18.41087674,-19.0731,-21.22
2671,-18.47221008,-19.1486,-21.172
2672,-18.32989897,-18.9974,-21.134
2673,-18.45422119,-19.1295,-21.097
2674,-18.4686323,-19.1403,-21.058
2675,-18.46052119,-19.1358,-21.023
2676,-18.12676563,-18.7976,-21.019
2677,-17.97915452,-18.6536,-21.007
2678,-17.75481008,-18.4287,-20.981
2679,-17.54952119,-18.2223,-20.949
2680,-17.33861008,-18.005,-20.923
2681,-17.20141008,-17.8678,-20.936
2682,-17.17121008,-17.8476,-20.921
2683,-17.56156563,-18.2349,-20.909
2684,-17.72204341,-18.3901,-20.891
2685,-17.78269897,-18.4477,-20.884
2686,-17.7702323,-18.4394,-20.883
2687,-17.69642119,-18.3642,-20.879
2688,-17.7849323,-18.4541,-20.874
2689,-17.8558323,-18.53,-20.873
2690,-17.95521008,-18.6291,-20.865
2691,-18.22409897,-18.8966,-20.863
2692,-18.27419897,-18.9417,-20.86
2693,-18.2795323,-18.9487,-20.859
2694,-18.15424341,-18.8223,-20.869
2695,-18.22418786,-18.8953,-20.875
2696,-18.11831008,-18.7897,-20.883
2697,-18.30815452,-18.9751,-20.896
2698,-18.1044323,-18.7686,-20.914
2699,-18.12282119,-18.7956,-20.922
2700,-18.09805452,-18.7775,-20.924
2701,-17.75834341,-18.4314,-20.927
2702,-17.58825452,-18.2602,-20.921
2703,-17.45495452,-18.1194,-20.915
2704,-17.25838786,-17.917,-20.914
2705,-17.17324341,-17.8463,-20.91
2706,-17.42021008,-18.0941,-20.905
2707,-17.52347674,-18.1857,-20.905
2708,-17.71172119,-18.382,-20.905
2709,-17.85194341,-18.5275,-20.903
2710,-17.76251008,-18.4289,-20.903
2711,-17.94656563,-18.6124,-20.901
2712,-17.92742119,-18.6002,-20.9
2713,-17.8519323,-18.5186,-20.899
2714,-17.98189897,-18.6469,-20.904
2715,-18.08304341,-18.7461,-20.905
2716,-17.84569897,-18.5132,-20.909
2717,-17.76905452,-18.4335,-20.904
2718,-17.70326563,-18.3716,-20.902
2719,-17.73639897,-18.4064,-20.903
2720,-17.9842323,-18.6534,-20.904
2721,-18.2080323,-18.8747,-20.908
2722,-18.12306563,-18.7814,-20.912
2723,-18.01642119,-18.6892,-20.908
2724,-17.72491008,-18.3963,-20.911
2725,-17.62561008,-18.297,-20.912
2726,-17.37895452,-18.0434,-20.918
2727,-17.64836563,-18.3217,-20.926
2728,-17.67774341,-18.3508,-20.928
2729,-17.5361323,-18.2028,-20.94
2730,-18.08531008,-18.7517,-20.948
2731,-18.13422119,-18.807,-20.955
2732,-18.12517674,-18.7949,-20.965
2733,-18.10859897,-18.7711,-20.97
2734,-17.99201008,-18.6684,-20.97
2735,-18.17335452,-18.8428,-20.971
2736,-18.1126323,-18.7668,-20.974
2737,-17.94265452,-18.6096,-20.974
2738,-18.04464341,-18.7202,-20.981
2739,-17.91665452,-18.5836,-20.982
2740,-17.72598785,-18.3921,-20.983
2741,-18.14408785,-18.8177,-20.985
2742,-18.13647674,-18.8037,-20.991
2743,-17.99466563,-18.678,-21.005
2744,-17.71557674,-18.3878,-21.008
2745,-17.72885452,-18.3958,-21.011
2746,-17.66221008,-18.3286,-21.008
2747,-17.92527674,-18.6,-21.012
2748,-18.08244341,-18.763,-21.013
2749,-18.05521008,-18.7316,-21.015
2750,-18.16356563,-18.8444,-21.016
2751,-18.00791008,-18.6868,-21.014
2752,-17.89101008,-18.5699,-21.02
2753,-17.86301008,-18.5369,-21.02
2754,-17.94146563,-18.6223,-21.023
2755,-18.1507323,-18.8524,-21.025
2756,-18.05076563,-18.7366,-21.019
2757,-18.26395452,-18.9284,-21.02
2758,-18.30137674,-18.9861,-21.021
2759,-17.94517674,-18.6524,-21.027
2760,-17.88097674,-18.5732,-21.028
2761,-17.76572119,-18.4385,-21.027
2762,-17.66236563,-18.3582,-21.03
2763,-17.57175452,-18.2587,-21.034
2764,-17.64696563,-18.3328,-21.036
2765,-17.60732119,-18.2851,-21.038
2766,-17.73829896,-18.4358,-21.039
2767,-17.78537674,-18.4826,-21.042
2768,-17.83204341,-18.5176,-21.042
2769,-17.81156563,-18.5049,-21.041
2770,-17.62732119,-18.3201,-21.045
2771,-17.70706563,-18.3979,-21.045
2772,-17.81531007,-18.4967,-21.047
2773,-17.89841007,-18.5848,-21.045
2774,-18.08807674,-18.7803,-21.051
2775,-18.11029896,-18.7928,-21.054
2776,-17.99464341,-18.6702,-21.055
2777,-17.90072119,-18.5735,-21.053
2778,-17.80735452,-18.4768,-21.065
2779,-17.83568785,-18.5243,-21.054
2780,-17.59176563,-18.2801,-21.057
2781,-17.82951007,-18.4959,-21.057
2782,-17.5399323,-18.2341,-21.069
2783,-17.85412118,-18.5244,-21.053
2784,-17.68614341,-18.3742,-21.054
2785,-18.1067323,-18.7959,-21.055
2786,-18.21505452,-18.8895,-21.063
2787,-18.10769896,-18.7902,-21.056
2788,-17.97037674,-18.6551,-21.063
2789,-18.04951007,-18.7134,-21.067
2790,-17.97375452,-18.6832,-21.065
2791,-18.04958785,-18.7132,-21.071
2792,-17.84837674,-18.5306,-21.069
2793,-18.15851007,-18.8624,-21.07
2794,-18.08221007,-18.7636,-21.073
2795,-18.02487674,-18.7271,-21.073
2796,-17.99798785,-18.6791,-21.079
2797,-18.16426563,-18.8326,-21.082
2798,-18.07191007,-18.7658,-21.078
2799,-18.00766563,-18.6735,-21.087
2800,-18.0520323,-18.7837,-21.092
2801,-18.05116563,-18.7095,-21.092
2802,-17.85848785,-18.5896,-21.104
2803,-17.80932118,-18.4721,-21.108
2804,-17.78117674,-18.4784,-21.116
2805,-17.43892118,-18.1192,-21.115
2806,-17.45149896,-18.1415,-21.128
2807,-17.51097674,-18.2082,-21.133
2808,-17.82976563,-18.4906,-21.139
2809,-17.75248785,-18.4436,-21.145
2810,-18.00672118,-18.667,-21.147
2811,-17.78061007,-18.492,-21.155
2812,-17.96973229,-18.6264,-21.155
2813,-17.81033229,-18.502,-21.165
2814,-17.78743229,-18.4641,-21.161
2815,-17.82902118,-18.5143,-21.168
2816,-17.71935452,-18.4138,-21.174
2817,-17.77402118,-18.4393,-21.18
2818,-17.65423229,-18.3684,-21.185
2819,-17.52059896,-18.1681,-21.192
2820,-17.53862118,-18.2514,-21.194
2821,-17.80699896,-18.452,-21.201
2822,-17.98001007,-18.6864,-21.203
2823,-18.01554341,-18.6836,-21.212
2824,-17.93409896,-18.6266,-21.219
2825,-18.02835452,-18.7053,-21.227
2826,-17.97083229,-18.6525,-21.224
2827,-18.10366563,-18.7995,-21.228
2828,-17.97398785,-18.6376,-21.235
2829,-18.07375452,-18.7782,-21.235
2830,-18.23936563,-18.8852,-21.241
2831,-18.03935452,-18.7513,-21.248
2832,-17.93169896,-18.5842,-21.252
2833,-17.97841007,-18.6848,-21.254
2834,-18.0882434,-18.7388,-21.257
2835,-17.75662118,-18.4819,-21.257
2836,-17.77551007,-18.4144,-21.258
2837,-17.58435452,-18.3013,-21.257
2838,-17.6965434,-18.3321,-21.26
2839,-17.86011007,-18.5915,-21.263
2840,-18.3540434,-18.9896,-21.262
2841,-18.13955452,-18.8565,-21.265
2842,-18.20542118,-18.8382,-21.261
2843,-18.11656563,-18.8499,-21.261
2844,-18.30253229,-18.9192,-21.26
2845,-18.00986563,-18.7557,-21.261
2846,-17.97238785,-18.591,-21.261
2847,-17.9214434,-18.6595,-21.256
2848,-17.94459896,-18.5746,-21.257
2849,-17.5867434,-18.3248,-21.256
2850,-17.70175452,-18.3287,-21.259
2851,-17.34877674,-18.0735,-21.256
2852,-17.21801007,-17.8594,-21.252
2853,-17.35008785,-18.0762,-21.251
2854,-17.58827674,-18.2155,-21.252
2855,-17.48482118,-18.2301,-21.254
2856,-17.84537674,-18.4651,-21.254
2857,-17.67055451,-18.3925,-21.252
2858,-18.09995451,-18.7494,-21.253
2859,-17.91213229,-18.5963,-21.255
2860,-18.05493229,-18.7666,-21.258
2861,-17.91983229,-18.564,-21.263
2862,-18.35648785,-19.0776,-21.266
2863,-18.31617674,-18.9784,-21.27
2864,-18.26243229,-18.9616,-21.278
2865,-18.28487674,-18.9346,-21.283
2866,-18.19365451,-18.9081,-21.286
2867,-18.03457674,-18.6968,-21.293
2868,-17.99207674,-18.6993,-21.294
2869,-18.21118785,-18.8723,-21.295
2870,-17.8827434,-18.5858,-21.303
2871,-17.83103229,-18.4852,-21.302
2872,-17.93846563,-18.6318,-21.305
2873,-18.24927674,-18.9165,-21.311
2874,-17.90871007,-18.5951,-21.316
2875,-17.81909896,-18.4766,-21.32
2876,-17.84132118,-18.5266,-21.325
2877,-17.67121007,-18.3426,-21.327
2878,-17.6180434,-18.2986,-21.33
2879,-17.70686562,-18.3952,-21.332
2880,-17.50559896,-18.1806,-21.334
2881,-17.70011007,-18.3865,-21.332
2882,-17.86563229,-18.5098,-21.335
2883,-18.02125451,-18.7107,-21.337
2884,-18.11293229,-18.8346,-21.34
2885,-18.24683229,-18.8235,-21.341
2886,-18.07449896,-18.8595,-21.341
2887,-18.40275451,-19.0197,-21.345
2888,-18.2237434,-18.9243,-21.344
2889,-18.06147674,-18.7562,-21.345
2890,-18.14102118,-18.7963,-21.349
2891,-18.41599896,-19.1335,-21.346
2892,-18.22032118,-18.8756,-21.346
2893,-18.2510434,-18.9491,-21.352
2894,-17.93257674,-18.6023,-21.346
2895,-17.94605451,-18.628,-21.346
2896,-17.80305451,-18.4925,-21.345
2897,-17.80603229,-18.4627,-21.346
2898,-18.02359896,-18.7186,-21.343
2899,-17.85095451,-18.4879,-21.345
2900,-17.82597673,-18.5432,-21.346
2901,-17.78288785,-18.434,-21.35
2902,-17.68461007,-18.3635,-21.349
2903,-17.73893229,-18.4406,-21.349
2904,-18.13637673,-18.7886,-21.351
2905,-18.17506562,-18.9034,-21.351
2906,-18.2467434,-18.8873,-21.353
2907,-18.35131007,-19.0552,-21.353
2908,-18.11581007,-18.7622,-21.358
2909,-18.28086562,-18.9642,-21.358
2910,-18.16821007,-18.8421,-21.36
2911,-18.30421007,-18.9606,-21.359
2912,-18.31708785,-19.0107,-21.362
2913,-18.19732118,-18.8701,-21.365
2914,-18.14722118,-18.8225,-21.368
2915,-17.8158434,-18.4964,-21.366
2916,-17.67287673,-18.3376,-21.371
2917,-17.71749896,-18.395,-21.372
2918,-17.86636562,-18.5397,-21.376
2919,-17.81713229,-18.4788,-21.381
2920,-17.76838785,-18.4445,-21.385
2921,-17.94951007,-18.6434,-21.391
2922,-18.11426562,-18.7501,-21.394
2923,-17.85963229,-18.5963,-21.398
2924,-17.92311007,-18.5395,-21.401
2925,-17.63921007,-18.3506,-21.405
2926,-17.55785451,-18.2248,-21.409
2927,-17.50099896,-18.176,-21.41
2928,-17.60357673,-18.2558,-21.417
2929,-17.53525451,-18.2272,-21.422
2930,-17.80569896,-18.5057,-21.425
2931,-17.92209896,-18.5471,-21.428
2932,-17.80182118,-18.5521,-21.431
2933,-17.86077673,-18.543,-21.434
2934,-18.13136562,-18.7397,-21.439
2935,-18.06126562,-18.7871,-21.442
2936,-18.08905451,-18.801,-21.447
2937,-17.93112118,-18.5389,-21.449
2938,-17.55166562,-18.2525,-21.454
2939,-17.68783229,-18.4345,-21.459
2940,-17.71835451,-18.3378,-21.46
2941,-17.60857673,-18.2383,-21.464
2942,-17.72736562,-18.5107,-21.466
2943,-18.06706562,-18.7554,-21.466
2944,-18.1186434,-18.6892,-21.468
2945,-17.93419896,-18.6592,-21.468
2946,-17.87591007,-18.6798,-21.468
2947,-18.10989896,-18.7349,-21.467
2948,-17.96431007,-18.5432,-21.471
2949,-17.8086434,-18.5792,-21.472
2950,-17.7303434,-18.4934,-21.473
2951,-17.94405451,-18.556,-21.478
2952,-17.81753229,-18.4567,-21.48
2953,-17.80063229,-18.5498,-21.485
2954,-18.12911007,-18.853,-21.488
2955,-18.1361434,-18.7642,-21.493
2956,-18.34439896,-19.0069,-21.496
2957,-18.35691007,-19.0558,-21.497
2958,-18.38169896,-19.0342,-21.502
2959,-18.46833229,-19.135,-21.504
2960,-18.5480434,-19.2461,-21.507
2961,-18.38433229,-19.0585,-21.508
2962,-18.31917673,-18.9389,-21.513
2963,-18.34255451,-18.9945,-21.513
2964,-18.53882118,-19.2766,-21.511
2965,-18.54832118,-19.2261,-21.512
2966,-18.57722118,-19.2225,-21.515
2967,-18.62743229,-19.2991,-21.514
2968,-18.61541007,-19.2943,-21.515
2969,-18.37103229,-19.0802,-21.516
2970,-18.06997673,-18.7772,-21.517
2971,-18.11518784,-18.7613,-21.517
2972,-17.96209895,-18.6371,-21.519
2973,-18.22731007,-18.8987,-21.52
2974,-18.39187673,-19.0491,-21.524
2975,-18.36659895,-19.0391,-21.526
2976,-18.51837673,-19.1806,-21.529
2977,-18.42485451,-19.0668,-21.53
2978,-18.27906562,-18.9474,-21.532
2979,-18.13189895,-18.8269,-21.536
2980,-18.07732118,-18.7701,-21.537
2981,-18.29299895,-18.9855,-21.544
2982,-18.4209434,-19.1115,-21.547
2983,-18.26986562,-18.9557,-21.55
2984,-18.15147673,-18.8112,-21.556
2985,-18.13709895,-18.8471,-21.558
2986,-18.11506562,-18.8209,-21.558
2987,-18.02091007,-18.7123,-21.561
2988,-18.05023229,-18.7119,-21.561
2989,-18.17663229,-18.8383,-21.562
2990,-18.07902118,-18.7618,-21.562
2991,-18.24082118,-18.9086,-21.562
2992,-18.58466562,-19.2755,-21.564
2993,-18.40845451,-19.0904,-21.563
2994,-18.32165451,-18.9961,-21.563
2995,-18.47725451,-19.1517,-21.562
2996,-18.30297673,-18.9677,-21.564
2997,-18.49962118,-19.1849,-21.561
2998,-18.56143229,-19.2431,-21.56
2999,-18.68765451,-19.3221,-21.566
3000,-18.64618784,-19.3123,-21.564
3001,-18.67242118,-19.3202,-21.564
3002,-18.6533434,-19.3089,-21.566
3003,-18.09649895,-18.799,-21.566
3004,-18.10493229,-18.7941,-21.569
3005,-17.92517673,-18.6049,-21.573
3006,-18.05871006,-18.7601,-21.576
3007,-18.03437673,-18.6991,-21.576
3008,-18.0818434,-18.7474,-21.58
3009,-18.20892118,-18.8667,-21.582
3010,-18.21625451,-18.8782,-21.583
3011,-18.33719895,-19.0022,-21.584
3012,-18.46503229,-19.1542,-21.585
3013,-18.58815451,-19.2626,-21.586
3014,-18.46943229,-19.1461,-21.591
3015,-18.35176562,-19.0276,-21.589
3016,-18.25781006,-18.9042,-21.589
3017,-18.16427673,-18.814,-21.591
3018,-18.23031006,-18.8867,-21.593
3019,-17.85622117,-18.514,-21.596
3020,-17.95198784,-18.6281,-21.598
3021,-18.16985451,-18.8468,-21.599
3022,-18.4458434,-19.0964,-21.6
3023,-18.6203434,-19.2684,-21.601
