Time,DKF,GNSS,F180
1,-15.60171051,-16.2781,-20.546
2,-15.61571051,-16.2921,-20.546
3,-15.70811051,-16.3845,-20.546
4,-15.93801051,-16.6144,-20.547
5,-16.11741051,-16.7938,-20.548
6,-16.32551051,-17.0019,-20.55
7,-16.55051051,-17.2269,-20.552
8,-16.73198828,-17.4081,-20.553
9,-16.61968828,-17.2958,-20.555
10,-16.24856606,-16.9244,-20.555
11,-16.27198828,-16.9481,-20.555
12,-16.52636606,-17.2022,-20.554
13,-16.50606606,-17.1819,-20.552
14,-16.37821051,-17.0546,-20.549
15,-16.45138828,-17.1275,-20.548
16,-16.44888828,-17.125,-20.547
17,-16.33891051,-17.0153,-20.546
18,-16.23126606,-16.9071,-20.547
19,-16.13128828,-16.8074,-20.547
20,-15.73951051,-16.4159,-20.547
21,-15.74121051,-16.4176,-20.548
22,-15.82161051,-16.498,-20.551
23,-16.12511051,-16.8015,-20.553
24,-16.42373273,-17.1004,-20.555
25,-16.42365495,-17.1006,-20.557
26,-16.28405495,-16.961,-20.556
27,-16.37337717,-17.0506,-20.555
28,-16.58097717,-17.2582,-20.554
29,-16.68869939,-17.3662,-20.552
30,-16.73399939,-17.4115,-20.55
31,-16.72872162,-17.4065,-20.55
32,-16.67442162,-17.3522,-20.549
33,-15.81266606,-16.491,-20.548
34,-15.78066606,-16.459,-20.548
35,-15.8823105,-16.5612,-20.548
36,-16.1261105,-16.805,-20.549
37,-16.36683273,-17.046,-20.549
38,-16.61975495,-17.2992,-20.549
39,-16.80665495,-17.4861,-20.55
40,-16.81815495,-17.4976,-20.549
41,-16.57267717,-17.2524,-20.548
42,-16.48739939,-17.1674,-20.549
43,-16.58789939,-17.2679,-20.549
44,-16.37622161,-17.0565,-20.549
45,-16.30674384,-16.9873,-20.549
46,-16.44174384,-17.1223,-20.549
47,-16.39496606,-17.0758,-20.548
48,-16.21896606,-16.8998,-20.547
49,-16.26346606,-16.9443,-20.545
50,-16.56516606,-17.246,-20.544
51,-16.55976606,-17.2406,-20.543
52,-16.30496606,-16.9858,-20.541
53,-16.17944384,-16.86,-20.541
54,-16.13944384,-16.82,-20.542
55,-16.50834384,-17.1889,-20.543
56,-16.64414384,-17.3247,-20.545
57,-16.19272161,-16.873,-20.546
58,-16.22029939,-16.9003,-20.547
59,-16.37529939,-17.0553,-20.548
60,-16.66297717,-17.3427,-20.55
61,-16.92865495,-17.6081,-20.551
62,-16.72765495,-17.4071,-20.553
63,-16.68063272,-17.3598,-20.552
64,-16.63393272,-17.3131,-20.551
65,-16.4584105,-17.1373,-20.552
66,-16.49058828,-17.1692,-20.551
67,-16.15036606,-16.8287,-20.552
68,-15.90514383,-16.5832,-20.552
69,-15.70072161,-16.3785,-20.552
70,-15.83922161,-16.517,-20.552
71,-16.11987717,-16.7971,-20.552
72,-16.37183272,-17.0485,-20.552
73,-16.78073272,-17.4574,-20.553
74,-16.81918828,-17.4953,-20.552
75,-17.23534383,-17.9109,-20.552
76,-16.88372161,-17.559,-20.553
77,-16.75039939,-17.4254,-20.553
78,-16.82645495,-17.5009,-20.554
79,-16.71453272,-17.3887,-20.554
80,-16.2918105,-16.9657,-20.553
81,-16.23766606,-16.911,-20.553
82,-16.37494383,-17.048,-20.552
83,-16.38372161,-17.0565,-20.552
84,-16.08339939,-16.7559,-20.551
85,-16.24467717,-16.9169,-20.549
86,-16.40495494,-17.0769,-20.549
87,-16.32433272,-16.996,-20.548
88,-16.6988105,-17.3702,-20.548
89,-16.5891105,-17.2605,-20.547
90,-16.86048828,-17.5316,-20.548
91,-17.00376606,-17.6746,-20.548
92,-17.10262161,-17.7729,-20.549
93,-16.97152161,-17.6418,-20.55
94,-16.88269939,-17.5527,-20.551
95,-16.88147717,-17.5512,-20.552
96,-17.06055494,-17.73,-20.553
97,-17.04215494,-17.7116,-20.553
98,-17.17123272,-17.8404,-20.553
99,-17.0504105,-17.7193,-20.555
100,-16.8430105,-17.5119,-20.555
101,-16.7025105,-17.3714,-20.555
102,-16.41308828,-17.0817,-20.558
103,-16.17328828,-16.8419,-20.558
104,-16.16786605,-16.8362,-20.556
105,-15.65046605,-16.3188,-20.548
106,-15.94364383,-16.6117,-20.548
107,-15.89272161,-16.5605,-20.551
108,-16.01002161,-16.6778,-20.553
109,-16.22769939,-16.8952,-20.556
110,-16.39437716,-17.0616,-20.558
111,-16.34327716,-17.0105,-20.56
112,-16.33657716,-17.0038,-20.562
113,-16.54445494,-17.2114,-20.565
114,-16.55955494,-17.2265,-20.567
115,-16.61499939,-17.2825,-20.573
116,-16.88929939,-17.5568,-20.575
117,-16.95153272,-17.6182,-20.577
118,-17.17765494,-17.8446,-20.58
119,-17.07535494,-17.7423,-20.583
120,-16.98643272,-17.6531,-20.585
121,-16.83513272,-17.5018,-20.589
122,-16.85263272,-17.5193,-20.593
123,-17.01083272,-17.6775,-20.598
124,-17.14443272,-17.8111,-20.607
125,-16.9424105,-17.6088,-20.612
126,-16.9814105,-17.6478,-20.616
127,-16.86473272,-17.5314,-20.62
128,-16.9640105,-17.6304,-20.622
129,-16.8965105,-17.5629,-20.625
130,-16.7216105,-17.388,-20.631
131,-16.74043272,-17.4071,-20.637
132,-16.67913272,-17.3458,-20.644
133,-17.06173272,-17.7284,-20.648
134,-17.19433272,-17.861,-20.649
135,-17.25133272,-17.918,-20.653
136,-17.08273272,-17.7494,-20.659
137,-16.90523272,-17.5719,-20.662
138,-16.55695494,-17.2239,-20.665
139,-16.98305494,-17.65,-20.67
140,-16.63795494,-17.3049,-20.672
141,-16.48035494,-17.1473,-20.674
142,-16.67055494,-17.3375,-20.676
143,-17.05299939,-17.7205,-20.675
144,-17.07992161,-17.7477,-20.674
145,-17.08282161,-17.7506,-20.675
146,-17.21472161,-17.8825,-20.679
147,-16.96912161,-17.6369,-20.682
148,-16.91584383,-17.5839,-20.687
149,-17.17674383,-17.8448,-20.692
150,-17.15516605,-17.8235,-20.697
151,-17.03236605,-17.7007,-20.7
152,-17.06726605,-17.7356,-20.695
153,-16.96056605,-17.6289,-20.687
154,-16.92448827,-17.5931,-20.684
155,-16.8158105,-17.4847,-20.675
156,-16.74788827,-17.4165,-20.664
157,-16.67466605,-17.343,-20.66
158,-16.6867105,-17.3556,-20.653
159,-17.0475105,-17.7164,-20.643
160,-17.2516105,-17.9205,-20.635
161,-17.26283272,-17.932,-20.632
162,-17.10763272,-17.7768,-20.625
163,-17.18773272,-17.8569,-20.617
164,-16.95433272,-17.6235,-20.61
165,-16.81355494,-17.483,-20.603
166,-16.76445494,-17.4339,-20.596
167,-16.89115494,-17.5606,-20.592
168,-16.85035494,-17.5198,-20.589
169,-17.20295494,-17.8724,-20.583
170,-17.39735494,-18.0668,-20.584
171,-17.36907716,-18.0388,-20.578
172,-17.24609938,-17.9161,-20.575
173,-17.16579938,-17.8358,-20.575
174,-17.09209938,-17.7621,-20.575
175,-17.03509938,-17.7051,-20.578
176,-17.05779938,-17.7278,-20.579
177,-16.96042161,-17.6307,-20.578
178,-16.86532161,-17.5356,-20.576
179,-17.08454383,-17.7551,-20.576
180,-17.12932161,-17.7996,-20.573
181,-16.82424383,-17.4948,-20.577
182,-16.72934383,-17.3999,-20.577
183,-16.83874383,-17.5093,-20.575
184,-16.94444383,-17.615,-20.573
185,-17.02064383,-17.6912,-20.571
186,-17.52386605,-18.1947,-20.572
187,-17.41906605,-18.0899,-20.577
188,-17.35048827,-18.0216,-20.583
189,-16.98458827,-17.6557,-20.589
190,-16.98238827,-17.6535,-20.595
191,-16.97931049,-17.6507,-20.602
192,-16.85218827,-17.5233,-20.611
193,-16.87011049,-17.5415,-20.62
194,-17.11511049,-17.7865,-20.631
195,-17.11693272,-17.7886,-20.639
196,-17.00323271,-17.6749,-20.647
197,-17.13465494,-17.8066,-20.656
198,-16.99883271,-17.6705,-20.664
199,-16.87153271,-17.5432,-20.671
200,-16.57785494,-17.2498,-20.679
201,-16.60555494,-17.2775,-20.687
202,-16.59115494,-17.2631,-20.698
203,-16.47577716,-17.148,-20.712
204,-16.77207716,-17.4443,-20.726
205,-16.81267716,-17.4849,-20.74
206,-16.38799938,-17.0605,-20.752
207,-16.44399938,-17.1165,-20.765
208,-16.70649938,-17.379,-20.777
209,-16.98279938,-17.6553,-20.788
210,-16.98879938,-17.6613,-20.798
211,-17.26019938,-17.9327,-20.81
212,-17.5466216,-18.2194,-20.823
213,-17.61479938,-18.2873,-20.836
214,-17.2598216,-17.9326,-20.846
215,-17.06304382,-17.7361,-20.856
216,-16.98704382,-17.6601,-20.858
217,-17.12894382,-17.802,-20.852
218,-17.24464382,-17.9177,-20.851
219,-17.24574382,-17.9188,-20.842
220,-17.37164382,-18.0447,-20.842
221,-17.41754382,-18.0906,-20.84
222,-17.16104382,-17.8341,-20.842
223,-17.15624382,-17.8293,-20.84
224,-17.01374382,-17.6868,-20.841
225,-16.8464216,-17.5192,-20.841
226,-16.4618216,-17.1346,-20.845
227,-16.6337216,-17.3065,-20.848
228,-16.7605216,-17.4333,-20.854
229,-16.74354382,-17.4166,-20.864
230,-16.64864382,-17.3217,-20.871
231,-16.62254382,-17.2956,-20.873
232,-16.64446605,-17.3178,-20.879
233,-16.64016605,-17.3135,-20.888
234,-16.63756605,-17.3109,-20.898
235,-16.85148827,-17.5251,-20.904
236,-17.14821049,-17.8221,-20.914
237,-17.27871049,-17.9526,-20.924
238,-17.62521049,-18.2991,-20.931
239,-17.33093271,-18.0051,-20.94
240,-17.05263271,-17.7268,-20.951
241,-17.01023271,-17.6844,-20.963
242,-17.00515493,-17.6796,-20.976
243,-16.86975493,-17.5442,-20.993
244,-16.86035493,-17.5348,-21.004
245,-16.92375493,-17.5982,-21.013
246,-16.99295493,-17.6674,-21.018
247,-17.04545493,-17.7199,-21.026
248,-17.40005493,-18.0745,-21.035
249,-17.33477716,-18.0095,-21.042
250,-17.02947716,-17.7042,-21.049
251,-16.97267716,-17.6474,-21.056
252,-16.91439938,-17.5894,-21.065
253,-16.79349938,-17.4685,-21.072
254,-16.91209938,-17.5871,-21.082
255,-16.8246216,-17.4999,-21.087
256,-16.7588216,-17.4341,-21.089
257,-16.6627216,-17.338,-21.09
258,-16.9020216,-17.5773,-21.089
259,-16.79124382,-17.4668,-21.092
260,-16.78634382,-17.4619,-21.092
261,-16.50794382,-17.1835,-21.092
262,-16.48044382,-17.156,-21.091
263,-16.10864382,-16.7842,-21.091
264,-15.89966604,-16.5755,-21.09
265,-15.87544382,-16.551,-21.089
266,-16.13476604,-16.8106,-21.086
267,-16.12846604,-16.8043,-21.082
268,-16.40206604,-17.0779,-21.08
269,-16.74256604,-17.4184,-21.08
270,-16.92166604,-17.5975,-21.077
271,-16.76348827,-17.4396,-21.073
272,-17.21676604,-17.8926,-21.069
273,-17.04896604,-17.7248,-21.066
274,-17.21978827,-17.8959,-21.06
275,-17.45036604,-18.1262,-21.055
276,-17.07836604,-17.7542,-21.05
277,-17.15326604,-17.8291,-21.047
278,-17.03491049,-17.7113,-21.044
279,-16.79981049,-17.4762,-21.042
280,-16.79321049,-17.4696,-21.04
281,-16.49631049,-17.1727,-21.039
282,-16.20521049,-16.8816,-21.039
283,-16.58711049,-17.2635,-21.038
284,-16.49871049,-17.1751,-21.038
285,-16.47283271,-17.1495,-21.035
286,-16.37353271,-17.0502,-21.032
287,-16.35253271,-17.0292,-21.03
288,-16.28453271,-16.9612,-21.029
289,-16.40553271,-17.0822,-21.028
290,-16.23603271,-16.9127,-21.027
291,-16.27013271,-16.9468,-21.026
292,-16.40665493,-17.0836,-21.022
293,-16.61625493,-17.2932,-21.018
294,-16.79005493,-17.467,-21.015
295,-16.94005493,-17.617,-21.01
296,-17.02183271,-17.6985,-21.006
297,-17.03093271,-17.7076,-21.002
298,-17.00275493,-17.6797,-20.998
299,-16.79555493,-17.4725,-20.994
300,-17.08023271,-17.7569,-20.99
301,-17.00653271,-17.6832,-20.985
302,-16.89123271,-17.5679,-20.98
303,-16.83013271,-17.5068,-20.976
304,-16.65145493,-17.3284,-20.973
305,-16.64955493,-17.3265,-20.968
306,-16.77833271,-17.455,-20.962
307,-16.93265493,-17.6096,-20.956
308,-16.68425493,-17.3612,-20.949
309,-16.66263271,-17.3393,-20.941
310,-16.60863271,-17.2853,-20.935
311,-16.65903271,-17.3357,-20.933
312,-16.85363271,-17.5303,-20.926
313,-16.89111049,-17.5675,-20.918
314,-16.98303271,-17.6597,-20.91
315,-17.01041049,-17.6868,-20.901
316,-17.00781049,-17.6842,-20.892
317,-17.06663271,-17.7433,-20.883
318,-17.16483271,-17.8415,-20.874
319,-17.19063271,-17.8673,-20.867
320,-17.30143271,-17.9781,-20.86
321,-16.88153271,-17.5582,-20.852
322,-16.67433271,-17.351,-20.845
323,-16.44263271,-17.1193,-20.837
324,-16.56603271,-17.2427,-20.828
325,-16.57053271,-17.2472,-20.818
326,-16.58703271,-17.2637,-20.809
327,-16.74873271,-17.4254,-20.799
328,-16.68583271,-17.3625,-20.79
329,-16.69253271,-17.3692,-20.781
330,-16.62683271,-17.3035,-20.772
331,-16.55703271,-17.2337,-20.761
332,-16.71193271,-17.3886,-20.75
333,-16.59165493,-17.2686,-20.739
334,-16.65233271,-17.329,-20.66
335,-16.73823271,-17.4149,-20.596
336,-16.84663271,-17.5233,-20.559
337,-17.21015493,-17.8871,-20.536
338,-17.10961048,-17.786,-20.52
339,-16.98491048,-17.6613,-20.509
340,-17.13533271,-17.812,-20.5
341,-17.12951048,-17.8059,-20.496
342,-16.77101048,-17.4474,-20.494
343,-16.45881048,-17.1352,-20.495
344,-16.45071048,-17.1271,-20.497
345,-16.31111048,-16.9875,-20.501
346,-16.29121048,-16.9676,-20.506
347,-16.33501048,-17.0114,-20.509
348,-16.50211048,-17.1785,-20.503
349,-16.77493271,-17.4516,-20.495
350,-16.76063271,-17.4373,-20.486
351,-16.78783271,-17.4645,-20.477
352,-16.92653271,-17.6032,-20.467
353,-16.92563271,-17.6023,-20.453
354,-16.91783271,-17.5945,-20.441
355,-17.04103271,-17.7177,-20.434
356,-16.8140327,-17.4907,-20.431
357,-16.6256327,-17.3023,-20.422
358,-16.8547327,-17.5314,-20.409
359,-16.7516327,-17.4283,-20.401
360,-16.4778327,-17.1545,-20.393
361,-16.5756327,-17.2523,-20.386
362,-16.5927327,-17.2694,-20.379
363,-16.3367327,-17.0134,-20.361
364,-16.6737327,-17.3504,-20.346
365,-16.7153327,-17.392,-20.32
366,-16.8383327,-17.515,-20.293
367,-16.9619327,-17.6386,-20.264
368,-17.1444327,-17.8211,-20.237
369,-17.0281327,-17.7048,-20.206
370,-17.2242327,-17.9009,-20.173
371,-17.12751048,-17.8039,-20.14
372,-17.02071048,-17.6971,-20.105
373,-17.12801048,-17.8044,-20.075
374,-16.96891048,-17.6453,-20.045
375,-17.00618826,-17.6823,-20.011
376,-17.20218826,-17.8783,-19.984
377,-16.91806604,-17.5939,-19.954
378,-16.95076604,-17.6266,-19.926
379,-17.18164381,-17.8572,-19.898
380,-17.05574381,-17.7313,-19.869
381,-17.07752159,-17.7528,-19.846
382,-17.25089937,-17.9259,-19.825
383,-17.51339937,-18.1884,-19.799
384,-17.31647715,-17.9912,-19.775
385,-17.21895493,-17.8934,-19.754
386,-17.24035493,-17.9148,-19.733
387,-17.1774327,-17.8516,-19.711
388,-16.85461048,-17.5285,-19.691
389,-16.55331048,-17.2272,-19.675
390,-16.72001048,-17.3939,-19.663
391,-16.77356604,-17.4469,-19.653
392,-16.70878826,-17.3824,-19.647
393,-16.64206604,-17.3154,-19.64
394,-16.53916604,-17.2125,-19.635
395,-16.54186604,-17.2152,-19.631
396,-16.47344381,-17.1465,-19.624
397,-16.58014381,-17.2532,-19.62
398,-16.62594381,-17.299,-19.618
399,-17.04084381,-17.7139,-19.618
400,-16.93194381,-17.605,-19.617
401,-17.10292159,-17.7757,-19.618
402,-17.22172159,-17.8945,-19.619
403,-17.19892159,-17.8717,-19.621
404,-16.98779937,-17.6603,-19.624
405,-16.85082159,-17.5236,-19.628
406,-16.58292159,-17.2557,-19.635
407,-16.49722159,-17.17,-19.64
408,-16.23512159,-16.9079,-19.647
409,-16.38014381,-17.0532,-19.653
410,-16.61384381,-17.2869,-19.658
411,-16.47594381,-17.149,-19.666
412,-16.53064381,-17.2037,-19.672
413,-16.48896603,-17.1623,-19.683
414,-16.94346603,-17.6168,-19.693
415,-17.02536603,-17.6987,-19.703
416,-16.93218826,-17.6058,-19.713
417,-16.92081048,-17.5947,-19.724
418,-16.65008826,-17.3237,-19.734
419,-16.63951048,-17.3134,-19.74
420,-16.4435327,-17.1177,-19.748
421,-16.8672327,-17.5414,-19.755
422,-16.89835492,-17.5728,-19.762
423,-16.73545492,-17.4099,-19.77
424,-16.68985492,-17.3643,-19.778
425,-16.74357715,-17.4183,-19.786
426,-16.62539937,-17.3004,-19.792
427,-16.16362159,-16.8389,-19.8
428,-15.93164381,-16.6072,-19.809
429,-16.11884381,-16.7944,-19.815
430,-16.19476603,-16.8706,-19.823
431,-16.17868826,-16.8548,-19.831
432,-16.44241048,-17.1188,-19.84
433,-16.3541327,-17.0308,-19.848
434,-16.66395492,-17.3409,-19.856
435,-16.84835492,-17.5253,-19.863
436,-17.16747714,-17.8447,-19.869
437,-17.25329937,-17.9308,-19.876
438,-17.21727714,-17.8945,-19.881
439,-16.97839937,-17.6559,-19.89
440,-16.75882159,-17.4366,-19.899
441,-16.81302159,-17.4908,-19.906
442,-16.76272159,-17.4405,-19.912
443,-16.66564381,-17.3437,-19.919
444,-16.57144381,-17.2495,-19.923
445,-16.70716603,-17.3855,-19.931
446,-16.85268826,-17.5313,-19.937
447,-16.81508826,-17.4937,-19.944
448,-16.76651048,-17.4454,-19.951
449,-16.77211048,-17.451,-19.957
450,-16.90281048,-17.5817,-19.965
451,-16.92781048,-17.6067,-19.972
452,-16.70108826,-17.3797,-19.979
453,-16.79998826,-17.4786,-19.985
454,-16.81391048,-17.4928,-19.993
455,-16.85106603,-17.5294,-20.001
456,-16.81038826,-17.489,-20.007
457,-16.85781048,-17.5367,-20.012
458,-16.74991048,-17.4288,-20.017
459,-16.5656327,-17.2448,-20.025
460,-16.48701048,-17.1659,-20.033
461,-16.4297327,-17.1089,-20.04
462,-16.27541048,-16.9543,-20.047
463,-16.4059327,-17.0851,-20.054
464,-16.4446327,-17.1238,-20.06
465,-16.57635492,-17.2558,-20.063
466,-16.70665492,-17.3861,-20.068
467,-16.68585492,-17.3653,-20.071
468,-16.65897714,-17.3387,-20.075
469,-16.73765492,-17.4171,-20.082
470,-16.88867714,-17.5684,-20.088
471,-17.10767714,-17.7874,-20.094
472,-16.90787714,-17.5876,-20.099
473,-16.99427714,-17.674,-20.103
474,-16.93467714,-17.6144,-20.109
475,-17.13599937,-17.816,-20.114
476,-17.12959937,-17.8096,-20.117
477,-17.23392159,-17.9142,-20.119
478,-17.34722159,-18.0275,-20.123
479,-17.36602159,-18.0463,-20.129
480,-17.36384381,-18.0444,-20.134
481,-17.28294381,-17.9635,-20.139
482,-17.13134381,-17.8119,-20.142
483,-16.97664381,-17.6572,-20.146
484,-16.66154381,-17.3421,-20.15
485,-16.6539327,-17.3131,-20.152
486,-16.54434381,-17.2299,-20.156
487,-16.69346603,-17.3668,-20.158
488,-16.73915492,-17.4236,-20.16
489,-16.74497714,-17.4272,-20.163
490,-16.58325492,-17.2602,-20.166
491,-16.31002159,-16.9928,-20.169
492,-16.27634381,-16.9569,-20.169
493,-16.34661048,-17.028,-20.174
494,-16.70289936,-17.3804,-20.176
495,-16.58169936,-17.2542,-20.177
496,-16.4940327,-17.2782,-20.18
497,-16.70102159,-17.4088,-20.183
498,-16.8408327,-17.5275,-20.185
499,-16.97782159,-17.6456,-20.187
500,-17.07321048,-17.8321,-20.189
501,-17.26445492,-17.9414,-20.191
502,-17.43276603,-17.9836,-20.194
503,-17.14736603,-17.8732,-20.197
504,-17.20171048,-17.9231,-20.2
505,-16.94607714,-17.7933,-20.204
506,-16.97754381,-17.7131,-20.21
507,-16.95665492,-17.7036,-20.216
508,-16.99201047,-17.7434,-20.221
509,-17.31762159,-17.9304,-20.226
510,-17.38341047,-18.1073,-20.228
511,-17.42212159,-18.0749,-20.23
512,-17.27142159,-17.9417,-20.233
513,-16.85758825,-17.6262,-20.235
514,-16.58726603,-17.4156,-20.237
515,-16.85427714,-17.4815,-20.24
516,-16.76131047,-17.5002,-20.244
517,-16.94902159,-17.5918,-20.249
518,-16.97438825,-17.628,-20.254
519,-17.14114381,-17.7917,-20.259
520,-17.13787714,-17.7326,-20.265
521,-17.0136327,-17.7678,-20.267
522,-17.06765492,-17.7371,-20.273
523,-17.21039936,-17.7079,-20.277
524,-17.43036603,-17.8212,-20.282
525,-17.25441047,-17.8658,-20.286
526,-17.06936603,-17.8552,-20.291
527,-17.35357714,-18.0483,-20.293
528,-17.46177714,-18.1565,-20.295
529,-17.20541047,-17.9043,-20.297
530,-17.42032158,-18.1206,-20.301
531,-17.1896327,-17.8888,-20.304
532,-17.00507714,-17.7048,-20.307
533,-16.93399936,-17.634,-20.311
534,-16.64862158,-17.3489,-20.313
535,-16.51012158,-17.2104,-20.316
536,-16.86659936,-17.5666,-20.32
537,-16.54762158,-17.2479,-20.325
538,-16.76822158,-17.4685,-20.329
539,-16.82952158,-17.5298,-20.332
540,-16.98362158,-17.6839,-20.336
541,-16.99672158,-17.697,-20.34
542,-17.18276603,-17.8811,-20.344
543,-17.23564381,-17.9362,-20.346
544,-17.18624381,-17.8868,-20.348
545,-17.15387714,-17.8536,-20.349
546,-16.91973269,-17.6189,-20.352
547,-17.12238825,-17.821,-20.356
548,-17.37861047,-18.0775,-20.36
549,-17.14661047,-17.8455,-20.364
550,-17.32081047,-18.0197,-20.368
551,-17.25744381,-17.9555,-20.374
552,-17.12774381,-17.8258,-20.378
553,-17.24344381,-17.939,-20.383
554,-17.13531047,-17.8042,-20.387
555,-17.37272158,-17.9105,-20.391
556,-17.50261047,-18.039,-20.393
557,-17.49809936,-18.1031,-20.398
558,-17.69554381,-18.3161,-20.4
559,-17.55021047,-18.2116,-20.404
560,-17.62233269,-18.2515,-20.409
561,-17.37972158,-18.05,-20.412
562,-17.53521047,-18.1541,-20.413
563,-17.50848825,-18.1321,-20.415
564,-17.53401047,-18.1079,-20.417
565,-17.40395492,-18.0559,-20.418
566,-17.44389936,-18.0614,-20.42
567,-17.42253269,-18.0692,-20.422
568,-17.45989936,-18.1199,-20.423
569,-17.36677714,-18.0315,-20.422
570,-17.3209438,-18.0315,-20.422
571,-17.26515492,-17.9571,-20.421
572,-17.13556603,-17.8339,-20.42
573,-17.33806603,-18.0339,-20.421
574,-17.47497714,-18.1547,-20.421
575,-17.60161047,-18.2855,-20.423
576,-17.65417714,-18.3339,-20.424
577,-18.03802158,-18.7183,-20.425
578,-18.04829936,-18.7283,-20.426
579,-18.12066603,-18.804,-20.428
580,-18.11097714,-18.7932,-20.428
581,-17.94171047,-18.6381,-20.428
582,-17.57192158,-18.4372,-20.428
583,-18.16526603,-18.8061,-20.429
584,-18.51998825,-19.1736,-20.429
585,-18.66046603,-19.3163,-20.429
586,-18.96591047,-19.6773,-20.43
587,-19.17653269,-19.8007,-20.432
588,-19.18817714,-19.8629,-20.433
589,-18.89935491,-19.5938,-20.436
590,-18.70295491,-19.3774,-20.438
591,-18.29535491,-18.9798,-20.44
592,-18.31832158,-18.9961,-20.442
593,-18.41636603,-19.1122,-20.443
594,-18.33153269,-19.0232,-20.445
595,-18.24741047,-18.9288,-20.446
596,-18.23649936,-18.9115,-20.446
597,-18.39433269,-19.061,-20.445
598,-18.43998825,-19.0986,-20.445
599,-18.3916438,-19.0347,-20.444
600,-18.01623269,-18.6679,-20.444
601,-18.3241438,-19.0022,-20.444
602,-18.53686603,-19.2402,-20.444
603,-18.52838825,-19.217,-20.444
604,-18.65942158,-19.3072,-20.445
605,-18.86432158,-19.5246,-20.445
606,-18.95301047,-19.6369,-20.445
607,-18.9380438,-19.6111,-20.447
608,-18.6851438,-19.3532,-20.45
609,-18.6783438,-19.3489,-20.452
610,-18.94689936,-19.6119,-20.453
611,-18.7782438,-19.4363,-20.454
612,-18.82358825,-19.4922,-20.455
613,-18.46232158,-19.1201,-20.456
614,-18.34701047,-19.0159,-20.459
615,-18.40705491,-19.0765,-20.459
616,-18.6863438,-19.3594,-20.46
617,-18.78987714,-19.4621,-20.461
618,-18.7440438,-19.4121,-20.462
619,-18.43991047,-19.1113,-20.463
620,-18.39411047,-19.068,-20.464
621,-18.3633438,-19.0239,-20.466
622,-18.40825491,-19.0752,-20.468
623,-18.69213269,-19.3588,-20.47
624,-18.4236438,-19.0917,-20.469
625,-18.17466602,-18.8455,-20.467
626,-18.32977714,-19.0045,-20.464
627,-18.36456602,-19.0279,-20.463
628,-18.44051047,-19.1119,-20.461
629,-18.51875491,-19.1907,-20.459
630,-18.34209936,-19.0096,-20.459
631,-18.43545491,-19.0974,-20.458
632,-18.49921047,-19.1731,-20.456
633,-18.41135491,-19.0783,-20.456
634,-18.3099438,-18.9755,-20.456
635,-18.55208825,-19.2132,-20.456
636,-18.60712158,-19.2774,-20.457
637,-18.60152158,-19.2718,-20.458
638,-18.64909936,-19.3191,-20.459
639,-18.57721047,-19.2411,-20.459
640,-18.82155491,-19.491,-20.461
641,-18.91058825,-19.5717,-20.461
642,-19.0444438,-19.7125,-20.461
643,-19.10142158,-19.7767,-20.461
644,-18.93527713,-19.6025,-20.46
645,-18.98225491,-19.6567,-20.46
646,-18.6537438,-19.3243,-20.46
647,-18.52173269,-19.1859,-20.461
648,-18.45925491,-19.1337,-20.462
649,-18.1901438,-18.8557,-20.465
650,-18.18851047,-18.8499,-20.469
651,-18.3093438,-18.9849,-20.472
652,-18.39342158,-19.0637,-20.476
653,-18.26812158,-18.9434,-20.479
654,-18.32595491,-19.0029,-20.48
655,-18.2898438,-18.9679,-20.481
656,-18.65107713,-19.3208,-20.481
657,-18.92065491,-19.5826,-20.48
658,-19.14483269,-19.8115,-20.478
659,-19.21905491,-19.8985,-20.476
660,-19.22781047,-19.8917,-20.475
661,-18.8346438,-19.4952,-20.473
662,-18.70602158,-19.3763,-20.473
663,-18.67139936,-19.3389,-20.471
664,-18.87012158,-19.5454,-20.471
665,-18.83146602,-19.4948,-20.471
666,-18.83112158,-19.4939,-20.471
667,-18.68978825,-19.3534,-20.472
668,-18.67191047,-19.3408,-20.471
669,-18.78471047,-19.4661,-20.47
670,-18.6670438,-19.3351,-20.471
671,-18.68935491,-19.3588,-20.472
672,-18.67203269,-19.3312,-20.472
673,-18.57379936,-19.2363,-20.473
674,-18.24178825,-18.9129,-20.474
675,-18.19246602,-18.8683,-20.477
676,-18.15509936,-18.8276,-20.48
677,-18.31795491,-18.9749,-20.482
678,-18.40901047,-19.0754,-20.482
679,-18.19562158,-18.8759,-20.48
680,-17.98841047,-18.6598,-20.478
681,-17.91481047,-18.5837,-20.477
682,-18.06212158,-18.7249,-20.478
683,-18.11682158,-18.7846,-20.48
684,-18.10641047,-18.7703,-20.48
685,-18.23291047,-18.8993,-20.481
686,-18.41363269,-19.0778,-20.48
687,-18.3669438,-19.04,-20.478
688,-18.37453269,-19.0437,-20.478
689,-18.20863269,-18.8878,-20.478
690,-18.33149936,-18.999,-20.477
691,-18.54445491,-19.2139,-20.477
692,-18.26056602,-18.9314,-20.476
693,-18.18858824,-18.8597,-20.475
694,-18.17411047,-18.848,-20.476
695,-18.49415491,-19.1686,-20.475
696,-18.7413438,-19.4144,-20.476
697,-19.00317713,-19.6854,-20.474
698,-18.86071047,-19.5346,-20.473
699,-19.04756602,-19.7209,-20.471
700,-18.9732438,-19.6363,-20.472
701,-18.91875491,-19.5782,-20.472
702,-18.52975491,-19.1967,-20.473
