X,Y,Z,Latitude,Longitude,Altitude (m)
683772.906312688,5091974.00687246,-22.272,45.95672543,-66.62849026,-22.272
683772.032890406,5091973.67173146,-22.228,45.95672265,-66.62850165,-22.228
683771.170335585,5091973.31022575,-22.181,45.95671963,-66.62851291,-22.181
683770.286466008,5091972.90916517,-22.145,45.95671626,-66.62852446,-22.145
683769.379840606,5091972.54301176,-22.11,45.95671321,-66.62853629,-22.11
683768.470852658,5091972.23016482,-22.072,45.95671064,-66.62854813,-22.072
683767.554772392,5091971.94713128,-22.039,45.95670834,-66.62856005,-22.039
683766.643157261,5091971.6964792,-22.006,45.95670633,-66.6285719,-22.006
683765.732841507,5091971.48033837,-21.979,45.95670463,-66.62858372,-21.979
683764.822062672,5091971.27975209,-21.96,45.95670307,-66.62859554,-21.96
683763.916901947,5091971.12492576,-21.932,45.95670192,-66.62860727,-21.932
683763.012827975,5091970.98570011,-21.911,45.95670091,-66.62861898,-21.911
683762.123014158,5091970.86246728,-21.887,45.95670004,-66.6286305,-21.887
683761.224265244,5091970.72673645,-21.862,45.95669906,-66.62864214,-21.862
683760.36006598,5091970.68099531,-21.841,45.95669888,-66.6286533,-21.841
683759.521778983,5091970.70274646,-21.809,45.9566993,-66.6286641,-21.809
683758.694241459,5091970.72815375,-21.78,45.95669975,-66.62867476,-21.78
683757.866755837,5091970.72576234,-21.752,45.95669995,-66.62868543,-21.752
683757.005486283,5091970.7379336,-21.722,45.95670029,-66.62869653,-21.722
683756.196428499,5091970.79391568,-21.701,45.95670101,-66.62870694,-21.701
683755.360939,5091970.87802343,-21.69,45.95670199,-66.62871768,-21.69
683754.567819027,5091970.99786492,-21.676,45.95670328,-66.62872786,-21.676
683753.778143693,5091971.13226522,-21.665,45.9567047,-66.62873799,-21.665
683753.014947468,5091971.26300574,-21.65,45.95670608,-66.62874778,-21.65
683752.25157165,5091971.37372475,-21.634,45.95670728,-66.62875758,-21.634
683751.466087386,5091971.47155364,-21.624,45.95670837,-66.62876767,-21.624
683750.694235026,5091971.60648484,-21.605,45.95670979,-66.62877757,-21.605
683749.984928332,5091971.8289029,-21.589,45.95671198,-66.62878663,-21.589
683749.324138601,5091972.11503794,-21.574,45.95671473,-66.62879504,-21.574
683748.713202944,5091972.44602552,-21.554,45.95671787,-66.62880279,-21.554
683748.127442386,5091972.79110665,-21.537,45.95672113,-66.62881021,-21.537
683747.523792936,5091973.13787941,-21.527,45.95672441,-66.62881786,-21.527
683746.894226689,5091973.46942462,-21.514,45.95672756,-66.62882585,-21.514
683746.25387798,5091973.79842492,-21.509,45.95673069,-66.62883398,-21.509
683745.64218206,5091974.15496647,-21.5,45.95673406,-66.62884173,-21.5
683745.123550795,5091974.58989506,-21.5,45.95673811,-66.62884825,-21.5
683744.687995322,5091975.07400099,-21.494,45.95674258,-66.62885368,-21.494
683744.252539123,5091975.55477387,-21.488,45.95674702,-66.62885911,-21.488
683743.767474774,5091976.00849389,-21.48,45.95675123,-66.62886519,-21.48
683743.221344055,5091976.42925994,-21.473,45.95675516,-66.62887207,-21.473
683742.674570782,5091976.84555886,-21.466,45.95675905,-66.62887896,-21.466
683742.191666016,5091977.30490334,-21.459,45.95676331,-66.62888501,-21.459
683741.764601837,5091977.79037421,-21.444,45.95676779,-66.62889033,-21.444
683741.338444904,5091978.27142406,-21.462,45.95677223,-66.62889564,-21.462
683740.849851463,5091978.73949542,-21.486,45.95677657,-66.62890176,-21.486
683740.261975552,5091979.15568316,-21.504,45.95678047,-66.62890918,-21.504
683739.643452976,5091979.53315033,-21.511,45.95678403,-66.62891701,-21.511
683739.038023385,5091979.88765496,-21.507,45.95678738,-66.62892468,-21.507
683738.436846469,5091980.25563038,-21.507,45.95679085,-66.62893229,-21.507
683737.840252914,5091980.62596631,-21.529,45.95679434,-66.62893984,-21.529
683737.230552199,5091980.99368815,-21.545,45.95679781,-66.62894756,-21.545
683736.573289186,5091981.3177379,-21.546,45.9568009,-66.62895591,-21.546
683735.854236716,5091981.58101193,-21.538,45.95680346,-66.62896508,-21.538
683735.129920941,5091981.89083396,-21.551,45.95680644,-66.6289743,-21.551
683734.505573449,5091982.33373704,-21.566,45.95681059,-66.62898218,-21.566
683733.996517019,5091982.83789631,-21.569,45.95681526,-66.62898855,-21.569
683733.428704618,5091983.28359416,-21.592,45.95681942,-66.6289957,-21.592
683732.73523434,5091983.6254709,-21.597,45.95682268,-66.62900451,-21.597
683731.954113882,5091983.81128111,-21.578,45.95682456,-66.62901451,-21.578
683731.07186788,5091983.90289653,-21.576,45.95682562,-66.62902585,-21.576
683730.232421315,5091984.01580215,-21.571,45.95682686,-66.62903663,-21.571
683729.506314828,5091984.25551466,-21.58,45.95682921,-66.6290459,-21.58
683728.863284098,5091984.54440434,-21.571,45.95683198,-66.62905408,-21.571
683728.195838943,5091984.79364698,-21.575,45.9568344,-66.62906259,-21.575
683727.499674973,5091985.01757067,-21.585,45.9568366,-66.62907148,-21.585
683726.788802263,5091985.26663297,-21.601,45.95683903,-66.62908055,-21.601
683726.112087196,5091985.56675257,-21.612,45.95684191,-66.62908916,-21.612
683725.453918132,5091985.89522453,-21.619,45.95684504,-66.62909752,-21.619
683724.781488898,5091986.20770397,-21.637,45.95684803,-66.62910607,-21.637
683724.08265118,5091986.4693569,-21.666,45.95685057,-66.62911498,-21.666
683723.358359584,5091986.70022801,-21.702,45.95685284,-66.62912423,-21.702
683722.617369503,5091986.89279376,-21.733,45.95685477,-66.62913371,-21.733
683721.871267135,5091987.10077565,-21.758,45.95685684,-66.62914325,-21.758
683721.198497446,5091987.34652451,-21.782,45.95685923,-66.62915183,-21.782
683720.570488212,5091987.62585395,-21.805,45.95686191,-66.62915982,-21.805
683719.949320905,5091987.90983512,-21.832,45.95686463,-66.62916772,-21.832
683719.305615336,5091988.19536963,-21.854,45.95686737,-66.62917591,-21.854
683718.657227345,5091988.48187686,-21.875,45.95687012,-66.62918416,-21.875
683717.965118435,5091988.7259385,-21.901,45.9568725,-66.62919299,-21.901
683717.235308087,5091988.90771746,-21.92,45.95687433,-66.62920233,-21.92
683716.491468983,5091989.06572672,-21.941,45.95687595,-66.62921186,-21.941
683715.805757847,5091989.3033069,-21.961,45.95687827,-66.62922061,-21.961
683715.230816395,5091989.64982496,-21.98,45.95688154,-66.62922789,-21.98
683714.738256378,5091990.0688516,-21.989,45.95688544,-66.62923408,-21.989
683714.242946098,5091990.44998796,-22.004,45.956889,-66.62924032,-22.004
683713.642550876,5091990.76572429,-22.011,45.956892,-66.62924794,-22.011
683713.012019269,5091991.05165147,-22.006,45.95689474,-66.62925596,-22.006
683712.468716899,5091991.4035594,-22.001,45.95689805,-66.62926283,-22.001
683712.000840472,5091991.80108053,-21.992,45.95690175,-66.62926871,-21.992
683711.482812441,5091992.16374881,-21.995,45.95690515,-66.62927525,-21.995
683710.879218733,5091992.48272625,-21.988,45.95690818,-66.62928291,-21.988
683710.273546268,5091992.81943409,-21.983,45.95691137,-66.62929059,-21.983
683709.72275552,5091993.21448792,-21.977,45.95691507,-66.62929754,-21.977
683709.221473858,5091993.63992748,-21.963,45.95691903,-66.62930384,-21.963
683708.721826813,5091994.03650338,-21.949,45.95692273,-66.62931013,-21.949
683708.185050643,5091994.42975037,-21.939,45.95692641,-66.6293169,-21.939
683707.633896481,5091994.83702569,-21.932,45.95693022,-66.62932385,-21.932
683707.162505652,5091995.27447506,-21.91,45.95693428,-66.62932976,-21.91
683706.755016409,5091995.75385859,-21.887,45.9569387,-66.62933483,-21.887
683706.38154234,5091996.2109021,-21.851,45.95694291,-66.62933947,-21.851
683705.942745109,5091996.67378579,-21.829,45.95694719,-66.62934495,-21.829
683705.485713986,5091997.12389475,-21.8,45.95695136,-66.62935067,-21.8
683705.018032675,5091997.56701472,-21.773,45.95695547,-66.62935653,-21.773
683704.539106054,5091998.02314425,-21.741,45.9569597,-66.62936253,-21.741
683704.103790978,5091998.44721122,-21.698,45.95696363,-66.62936798,-21.698
683703.662787148,5091998.88000503,-21.651,45.95696764,-66.6293735,-21.651
683703.167606383,5091999.30896263,-21.626,45.95697163,-66.62937972,-21.626
683702.678978234,5091999.64804219,-21.596,45.95697481,-66.62938589,-21.596
683702.132904114,5092000.04101296,-21.579,45.95697849,-66.62939278,-21.579
683701.550141083,5092000.49405272,-21.59,45.95698272,-66.62940012,-21.59
683701.073950866,5092000.96249607,-21.564,45.95698706,-66.62940608,-21.564
683700.59005514,5092001.50743906,-21.563,45.95699209,-66.62941211,-21.563
683700.159371403,5092001.95833242,-21.545,45.95699626,-66.62941749,-21.545
683699.685014275,5092002.39124598,-21.533,45.95700028,-66.62942344,-21.533
683699.291100215,5092002.80542512,-21.492,45.95700411,-66.62942836,-21.492
683698.819644448,5092003.24509716,-21.484,45.95700819,-66.62943427,-21.484
683698.355195918,5092003.68386574,-21.463,45.95701226,-66.62944009,-21.463
683697.924576374,5092003.95016693,-21.366,45.95701477,-66.62944554,-21.366
683697.524163517,5092004.19179072,-21.265,45.95701705,-66.62945061,-21.265
683697.1663621,5092004.53921178,-21.184,45.95702027,-66.62945509,-21.184
683696.783840428,5092004.96151417,-21.123,45.95702417,-66.62945986,-21.123
683696.362966423,5092005.42159578,-21.108,45.95702842,-66.62946511,-21.108
683695.846199071,5092005.92441645,-21.155,45.95703308,-66.62947158,-21.155
683695.294253279,5092006.35835754,-21.161,45.95703713,-66.62947853,-21.161
683694.784852867,5092006.90031797,-21.24,45.95704214,-66.62948489,-21.24
683694.373949608,5092007.41629707,-21.271,45.95704689,-66.62948999,-21.271
683694.008523677,5092007.86357261,-21.239,45.95705101,-66.62949453,-21.239
683693.594014577,5092008.31828372,-21.224,45.95705521,-66.6294997,-21.224
683693.124392463,5092008.72242629,-21.181,45.95705897,-66.6295056,-21.181
683692.602525518,5092009.08386977,-21.125,45.95706236,-66.62951219,-21.125
683692.007788971,5092009.39199234,-21.055,45.95706529,-66.62951974,-21.055
683691.367436577,5092009.64315693,-20.982,45.95706772,-66.6295279,-20.982
683690.692033903,5092009.87326237,-20.946,45.95706997,-66.62953652,-20.946
683690.089240494,5092010.11331256,-20.923,45.95707229,-66.6295442,-20.923
683689.650269642,5092010.50391127,-20.916,45.95707592,-66.62954971,-20.916
683689.406447951,5092011.03487048,-20.912,45.95708076,-66.62955265,-20.912
683689.181393216,5092011.50856345,-20.886,45.95708508,-66.62955537,-20.886
683688.832339976,5092011.95299042,-20.889,45.95708917,-66.6295597,-20.889
683688.340132643,5092012.33422101,-20.875,45.95709273,-66.6295659,-20.875
683687.819254073,5092012.7145985,-20.877,45.95709629,-66.62957247,-20.877
683687.365655622,5092013.15369067,-20.868,45.95710036,-66.62957815,-20.868
683686.972480897,5092013.62126915,-20.862,45.95710467,-66.62958304,-20.862
683686.562754326,5092014.07167494,-20.862,45.95710883,-66.62958815,-20.862
683686.076661855,5092014.48199999,-20.85,45.95711265,-66.62959426,-20.85
683685.499612636,5092014.84736211,-20.842,45.95711609,-66.62960156,-20.842
683684.950261518,5092015.22022052,-20.844,45.95711959,-66.6296085,-20.844
683684.478264216,5092015.65209334,-20.834,45.9571236,-66.62961442,-20.834
683684.047993859,5092016.11523215,-20.826,45.95712788,-66.62961979,-20.826
683683.620228105,5092016.59846175,-20.816,45.95713234,-66.62962512,-20.816
683683.278222355,5092017.17098022,-20.822,45.95713758,-66.62962931,-20.822
683683.16383475,5092017.80920821,-20.814,45.95714335,-66.62963054,-20.814
683683.253260213,5092018.479077,-20.814,45.95714935,-66.62962913,-20.814
683683.305758932,5092019.0866863,-20.815,45.9571548,-66.62962822,-20.815
683683.202569033,5092019.68743904,-20.814,45.95716023,-66.62962932,-20.814
683683.066039978,5092020.31388807,-20.822,45.9571659,-66.62963084,-20.822
683683.062429915,5092020.95652429,-20.823,45.95717168,-66.62963064,-20.823
683683.153309906,5092021.57750778,-20.831,45.95717724,-66.62962923,-20.831
683683.247388645,5092022.19525042,-20.829,45.95718277,-66.62962778,-20.829
683683.308605567,5092022.84871169,-20.829,45.95718863,-66.62962674,-20.829
683683.457712629,5092023.54593264,-20.828,45.95719486,-66.62962455,-20.828
683683.867534668,5092024.21310281,-20.832,45.95720075,-66.62961901,-20.832
683684.529437997,5092024.77546047,-20.841,45.95720563,-66.62961026,-20.841
683685.345917625,5092025.22565632,-20.844,45.95720946,-66.62959956,-20.844
683686.178674004,5092025.624072,-20.844,45.95721282,-66.62958867,-20.844
683686.864639895,5092026.08150467,-20.843,45.95721675,-66.62957965,-20.843
683687.329865365,5092026.65913859,-20.848,45.95722182,-66.62957343,-20.848
683687.627425711,5092027.31963256,-20.85,45.95722768,-66.62956934,-20.85
683687.906322314,5092027.98179522,-20.845,45.95723356,-66.62956549,-20.845
683688.242036367,5092028.61117614,-20.85,45.95723913,-66.62956092,-20.85
683688.580633035,5092029.27400326,-20.845,45.957245,-66.6295563,-20.845
683688.862794325,5092029.93070305,-20.854,45.95725083,-66.62955241,-20.854
683689.068486608,5092030.60291963,-20.865,45.95725682,-66.6295495,-20.865
683689.218797445,5092031.28572043,-20.869,45.95726292,-66.6295473,-20.869
683689.353180508,5092031.98250345,-20.88,45.95726915,-66.6295453,-20.88
683689.47688027,5092032.67340852,-20.902,45.95727533,-66.62954344,-20.902
683689.550310848,5092033.35948172,-20.927,45.95728148,-66.62954223,-20.927
683689.596601448,5092034.07143566,-20.946,45.95728787,-66.62954136,-20.946
683689.657993253,5092034.79718312,-20.96,45.95729438,-66.62954029,-20.96
683689.733862147,5092035.50556915,-20.98,45.95730073,-66.62953904,-20.98
683689.769833095,5092036.1994238,-21.008,45.95730696,-66.62953831,-21.008
683689.733389457,5092036.92893211,-21.026,45.95731353,-66.6295385,-21.026
683689.651987291,5092037.63152631,-21.045,45.95731987,-66.62953928,-21.045
683689.610747529,5092038.33976366,-21.042,45.95732625,-66.62953954,-21.042
683689.588090778,5092039.02297765,-21.046,45.9573324,-66.62953957,-21.046
683689.562150588,5092039.73834234,-21.071,45.95733884,-66.62953963,-21.071
683689.547341981,5092040.41845383,-21.087,45.95734496,-66.62953956,-21.087
683689.56511208,5092041.09842274,-21.083,45.95735107,-66.62953907,-21.083
683689.638164294,5092041.77114055,-21.099,45.9573571,-66.62953787,-21.099
683689.795118152,5092042.4652592,-21.111,45.9573633,-66.62953558,-21.111
683690.017380162,5092043.1279608,-21.126,45.9573692,-66.62953246,-21.126
683690.248099855,5092043.79313811,-21.135,45.95737512,-66.62952923,-21.135
683690.392277068,5092044.47353243,-21.132,45.9573812,-66.62952711,-21.132
683690.45260018,5092045.15699161,-21.142,45.95738733,-66.62952607,-21.142
683690.492922726,5092045.8609839,-21.158,45.95739365,-66.62952528,-21.158
683690.593705681,5092046.54008697,-21.164,45.95739973,-66.62952372,-21.164
683690.708157743,5092047.20291659,-21.179,45.95740566,-66.62952199,-21.179
683690.795422307,5092047.86716123,-21.193,45.95741161,-66.62952061,-21.193
683690.844022693,5092048.55360764,-21.207,45.95741777,-66.62951972,-21.207
683690.929784983,5092049.24227187,-21.212,45.95742394,-66.62951835,-21.212
683691.120488723,5092049.9229387,-21.223,45.95743001,-66.62951563,-21.223
683691.360308361,5092050.59505894,-21.225,45.95743599,-66.62951228,-21.225
683691.534706141,5092051.27635259,-21.249,45.95744207,-66.62950977,-21.249
683691.63705313,5092051.98107854,-21.27,45.95744838,-66.62950818,-21.27
683691.73269052,5092052.67670873,-21.279,45.95745461,-66.62950668,-21.279
683691.855004918,5092053.36201262,-21.295,45.95746074,-66.62950484,-21.295
683691.97883601,5092054.04847366,-21.308,45.95746688,-66.62950298,-21.308
683692.053650335,5092054.74014819,-21.322,45.95747308,-66.62950175,-21.322
683692.101310262,5092055.43212671,-21.339,45.95747929,-66.62950087,-21.339
683692.128525367,5092056.13350497,-21.37,45.95748559,-66.62950025,-21.37
683692.142732556,5092056.82893609,-21.408,45.95749184,-66.6294998,-21.408
683692.174185777,5092057.51820832,-21.438,45.95749803,-66.62949913,-21.438
683692.199274526,5092058.21285124,-21.476,45.95750427,-66.62949854,-21.476
683692.224840608,5092058.91751647,-21.513,45.9575106,-66.62949794,-21.513
683692.304781509,5092059.6193517,-21.545,45.95751689,-66.62949664,-21.545
683692.510321341,5092060.32270035,-21.575,45.95752316,-66.62949372,-21.575
683692.88348821,5092060.9965647,-21.598,45.95752912,-66.62948865,-21.598
683693.442156267,5092061.61367633,-21.625,45.95753452,-66.62948121,-21.625
683694.16181194,5092062.13772141,-21.652,45.95753904,-66.62947173,-21.652
683695.000067503,5092062.55965454,-21.666,45.95754261,-66.62946076,-21.666
683695.937484508,5092062.88112136,-21.682,45.95754525,-66.62944855,-21.682
683696.96623346,5092063.07853663,-21.695,45.95754675,-66.62943521,-21.695
683698.03841772,5092063.17160335,-21.702,45.9575473,-66.62942135,-21.702
683699.08265826,5092063.23937441,-21.718,45.95754763,-66.62940786,-21.718
683700.069945113,5092063.3966359,-21.722,45.95754878,-66.62939507,-21.722
683701.017737102,5092063.65613949,-21.733,45.95755086,-66.62938275,-21.733
683702.006683122,5092063.88795558,-21.738,45.95755268,-66.62936991,-21.738
683703.066700356,5092063.97287701,-21.734,45.95755316,-66.62935621,-21.734
683704.162455788,5092063.92542054,-21.729,45.95755244,-66.6293421,-21.729
683705.203354928,5092063.92303636,-21.727,45.95755214,-66.62932868,-21.727
683706.160123149,5092064.08939875,-21.728,45.95755338,-66.62931628,-21.728
683707.000049528,5092064.42909429,-21.731,45.95755621,-66.62930532,-21.731
683707.797796719,5092064.83091948,-21.729,45.95755961,-66.62929488,-21.729
683708.708657852,5092065.08042914,-21.723,45.95756161,-66.62928304,-21.723
683709.747463613,5092065.07019933,-21.724,45.95756124,-66.62926965,-21.724
683710.813233812,5092064.96180295,-21.721,45.95755998,-66.62925595,-21.721
683711.894369671,5092064.8583121,-21.726,45.95755876,-66.62924205,-21.726
683713.022352753,5092064.66614253,-21.731,45.95755673,-66.62922758,-21.731
683714.14704488,5092064.19364778,-21.724,45.95755218,-66.62921326,-21.724
683715.152429196,5092063.40401469,-21.719,45.95754481,-66.6292006,-21.719
683715.956722209,5092062.38710638,-21.718,45.95753545,-66.62919062,-21.718
683716.537575662,5092061.24233889,-21.723,45.957525,-66.62918357,-21.723
683716.885719507,5092060.02058889,-21.727,45.95751392,-66.62917955,-21.727
683717.056923043,5092058.80246909,-21.728,45.95750292,-66.62917781,-21.728
683717.269621597,5092057.6233927,-21.729,45.95749226,-66.62917552,-21.729
683717.655962734,5092056.44726007,-21.732,45.95748158,-66.62917099,-21.732
683718.156416218,5092055.21558686,-21.737,45.95747037,-66.62916501,-21.737
683718.537213995,5092053.88694344,-21.745,45.95745832,-66.62916061,-21.745
683718.710325639,5092052.52654271,-21.746,45.95744604,-66.6291589,-21.746
683718.8165462,5092051.19862364,-21.749,45.95743407,-66.62915804,-21.749
683719.042577984,5092049.88427844,-21.744,45.95742219,-66.62915563,-21.744
683719.431488861,5092048.54364435,-21.744,45.95741003,-66.62915113,-21.744
683719.882344096,5092047.18038954,-21.742,45.95739765,-66.62914584,-21.742
683720.300554679,5092045.81949924,-21.737,45.9573853,-66.62914097,-21.737
683720.699081042,5092044.44245494,-21.728,45.95737281,-66.62913636,-21.728
683721.14126628,5092043.0578139,-21.733,45.95736024,-66.62913119,-21.733
683721.650026655,5092041.6773783,-21.731,45.95734769,-66.62912516,-21.731
683722.196426507,5092040.30918309,-21.728,45.95733524,-66.62911864,-21.728
683722.739381953,5092038.92642922,-21.728,45.95732266,-66.62911217,-21.728
683723.141854119,5092037.4950138,-21.735,45.95730968,-66.62910753,-21.735
683723.392281261,5092036.06463332,-21.733,45.95729675,-66.62910485,-21.733
683723.684005193,5092034.67996247,-21.739,45.95728422,-66.62910162,-21.739
683724.150095545,5092033.32605742,-21.748,45.95727192,-66.62909613,-21.748
683724.716672614,5092032.00961552,-21.753,45.95725993,-66.62908933,-21.753
683725.197254939,5092030.66392594,-21.755,45.9572477,-66.62908365,-21.755
683725.458493871,5092029.28724396,-21.746,45.95723525,-66.62908081,-21.746
683725.601287032,5092027.92927706,-21.744,45.957223,-66.62907949,-21.744
683725.809549793,5092026.58660284,-21.745,45.95721087,-66.62907732,-21.745
683726.229275087,5092025.27913458,-21.744,45.957199,-66.62907241,-21.744
683726.799279117,5092024.00393931,-21.751,45.95718738,-66.62906555,-21.751
683727.349249553,5092022.75038812,-21.756,45.95717596,-66.62905894,-21.756
683727.808774113,5092021.46078466,-21.736,45.95716424,-66.62905351,-21.736
683728.203372648,5092020.1636888,-21.744,45.95715247,-66.62904892,-21.744
683728.631740579,5092018.82645352,-21.747,45.95714033,-66.62904391,-21.747
683729.096283125,5092017.47250269,-21.759,45.95712803,-66.62903844,-21.759
683729.416764997,5092016.05977559,-21.747,45.95711524,-66.62903485,-21.747
683729.582142177,5092014.35998069,-21.612,45.95709991,-66.62903337,-21.612
683729.600199176,5092012.73697816,-21.673,45.95708531,-66.62903376,-21.673
683729.783268138,5092011.22452812,-21.8,45.95707166,-66.62903198,-21.8
683730.133791796,5092009.79267892,-21.86,45.95705869,-66.62902801,-21.86
683730.400725516,5092008.35500583,-21.865,45.95704569,-66.62902512,-21.865
683730.686025481,5092006.92566347,-21.861,45.95703276,-66.62902199,-21.861
683730.841794795,5092005.57475494,-21.978,45.95702057,-66.6290205,-21.978
683731.17683087,5092004.22028579,-21.972,45.9570083,-66.6290167,-21.972
683731.471992085,5092002.77233272,-21.946,45.9569952,-66.62901345,-21.946
683731.597974679,5092001.35381685,-21.901,45.95698241,-66.62901237,-21.901
683731.761247421,5091999.98533944,-21.876,45.95697006,-66.62901079,-21.876
683732.036757452,5091998.52012131,-21.849,45.95695681,-66.6290078,-21.849
683732.287414563,5091997.13422848,-21.813,45.95694428,-66.6290051,-21.813
683732.366307992,5091995.73432735,-21.787,45.95693167,-66.62900462,-21.787
683732.340339409,5091994.36577765,-21.796,45.95691937,-66.62900548,-21.796
683732.445787909,5091993.03783576,-21.794,45.9569074,-66.62900463,-21.794
683732.800211696,5091991.70952001,-21.797,45.95689536,-66.62900057,-21.797
683733.297316961,5091990.38211487,-21.815,45.95688329,-66.62899467,-21.815
683733.758857353,5091989.07700353,-21.805,45.95687143,-66.62898922,-21.805
683734.209199871,5091987.8093674,-21.811,45.95685991,-66.6289839,-21.811
683734.595263014,5091986.48644147,-21.803,45.95684791,-66.62897943,-21.803
683734.793014758,5091985.08006985,-21.833,45.95683521,-66.62897742,-21.833
683734.781079585,5091983.68302546,-21.84,45.95682265,-66.62897811,-21.84
683734.648500802,5091982.35244719,-21.814,45.95681072,-66.62898033,-21.814
683734.502384822,5091981.03369818,-21.805,45.9567989,-66.62898272,-21.805
683734.336782597,5091979.69212893,-21.833,45.95678688,-66.62898537,-21.833
683734.139357404,5091978.37741288,-21.835,45.95677511,-66.62898842,-21.835
683733.852780636,5091977.11342009,-21.851,45.95676382,-66.6289926,-21.851
683733.365405454,5091976.02915724,-21.856,45.9567542,-66.6289993,-21.856
683732.6778988,5091975.23250957,-21.858,45.95674722,-66.62900847,-21.858
683731.933934425,5091974.69105679,-21.874,45.95674255,-66.62901827,-21.874
683731.193510769,5091974.3954645,-21.879,45.95674009,-66.62902793,-21.879
683730.537662275,5091974.35926461,-21.877,45.95673994,-66.6290364,-21.877
683730.044507788,5091974.56365382,-21.885,45.95674191,-66.62904268,-21.885
683729.785739726,5091974.94515703,-21.889,45.95674541,-66.62904587,-21.889
683729.7997813,5091975.41150864,-21.898,45.9567496,-66.62904551,-21.898
683729.966828475,5091975.84460559,-21.903,45.95675345,-66.62904319,-21.903
683730.156612399,5091976.26948314,-21.899,45.95675722,-66.62904058,-21.899
683730.38802404,5091976.72896004,-21.909,45.95676129,-66.62903742,-21.909
683730.686620878,5091977.19822065,-21.909,45.95676543,-66.62903339,-21.909
683730.984178226,5091977.67634645,-21.908,45.95676965,-66.62902937,-21.908
683731.204259439,5091978.17774269,-21.906,45.9567741,-66.62902634,-21.906
683731.460444808,5091978.71690995,-21.909,45.95677888,-66.62902283,-21.909
683731.926435156,5091979.21672902,-21.908,45.95678325,-66.62901663,-21.908
683732.587728739,5091979.59114329,-21.899,45.95678644,-66.62900796,-21.899
683733.324556065,5091979.90330896,-21.895,45.95678905,-66.62899834,-21.895
683734.01869308,5091980.26869279,-21.896,45.95679215,-66.62898925,-21.896
683734.734655228,5091980.68254289,-21.894,45.95679568,-66.62897986,-21.894
683735.530073046,5091981.05872543,-21.891,45.95679885,-66.62896946,-21.891
683736.359718821,5091981.43147878,-21.886,45.95680198,-66.62895862,-21.886
683737.192048567,5091981.84434462,-21.883,45.95680547,-66.62894773,-21.883
683738.105119231,5091982.22847735,-21.884,45.95680868,-66.62893581,-21.884
683739.066242662,5091982.50951116,-21.884,45.95681095,-66.62892331,-21.884
683740.022040893,5091982.78705059,-21.885,45.95681319,-66.62891088,-21.885
683740.900707983,5091983.10232692,-21.888,45.95681579,-66.62889943,-21.888
683741.748506671,5091983.4645012,-21.902,45.95681882,-66.62888836,-21.902
683742.63566446,5091983.78114252,-21.904,45.95682143,-66.6288768,-21.904
683743.538490042,5091984.04042561,-21.907,45.95682352,-66.62886506,-21.907
683744.429654466,5091984.3527384,-21.906,45.95682609,-66.62885345,-21.906
683745.274768789,5091984.67480078,-21.913,45.95682876,-66.62884243,-21.913
683746.178166155,5091984.99303802,-21.907,45.95683138,-66.62883066,-21.907
683747.155518952,5091985.19782725,-21.909,45.95683296,-66.62881798,-21.909
683748.137492538,5091985.35160155,-21.91,45.95683408,-66.62880526,-21.91
683749.076643459,5091985.56303811,-21.915,45.95683573,-66.62879307,-21.915
683749.972442565,5091985.84991336,-21.915,45.95683807,-66.62878141,-21.915
683750.893648057,5091986.14310506,-21.912,45.95684046,-66.62876942,-21.912
683751.900942954,5091986.33210611,-21.911,45.95684189,-66.62875636,-21.911
683752.950323155,5091986.41004665,-21.909,45.95684231,-66.6287428,-21.909
683753.990584118,5091986.50773218,-21.913,45.95684291,-66.62872935,-21.913
683755.049674244,5091986.59819426,-21.924,45.95684344,-66.62871566,-21.924
683756.144017611,5091986.65078541,-21.93,45.95684362,-66.62870153,-21.93
683757.219631,5091986.70726727,-21.93,45.95684384,-66.62868764,-21.93
683758.253031217,5091986.82698957,-21.929,45.95684464,-66.62867427,-21.929
683759.302931295,5091986.99168376,-21.926,45.95684584,-66.62866067,-21.926
683760.385003835,5091987.091727,-21.926,45.95684645,-66.62864668,-21.926
683761.513778212,5091987.08195923,-21.919,45.95684606,-66.62863213,-21.919
683762.630503721,5091987.03402453,-21.909,45.95684533,-66.62861775,-21.909
683763.68493007,5091987.09877295,-21.898,45.95684563,-66.62860413,-21.898
683764.673608001,5091987.31391026,-21.896,45.9568473,-66.6285913,-21.896
683765.605973223,5091987.6230046,-21.889,45.95684983,-66.62857916,-21.889
683766.515043972,5091987.90694135,-21.881,45.95685214,-66.62856733,-21.881
683767.407940894,5091988.18706072,-21.871,45.95685442,-66.62855571,-21.871
683768.28070446,5091988.4921572,-21.863,45.95685693,-66.62854434,-21.863
683769.101757396,5091988.86688334,-21.867,45.95686008,-66.62853361,-21.867
683769.84133198,5091989.21694379,-21.859,45.95686303,-66.62852394,-21.859
683770.489926122,5091989.41862209,-21.86,45.95686467,-66.6285155,-21.86
683771.108261118,5091989.49040605,-21.859,45.95686515,-66.6285075,-21.859
683771.727134687,5091989.43988455,-21.848,45.95686453,-66.62849954,-21.848
683772.330354235,5091989.28992785,-21.84,45.95686302,-66.62849182,-21.84
683772.895428703,5091989.06655474,-21.833,45.95686086,-66.62848462,-21.833
683773.462019945,5091988.84433885,-21.823,45.95685871,-66.6284774,-21.823
683774.20142885,5091988.65284404,-21.818,45.95685679,-66.62846794,-21.818
683775.116745589,5091988.4143214,-21.81,45.9568544,-66.62845623,-21.81
